fold,tail_mae_avg_pips
1,12.375974999999956
2,35.81031250000013
3,16.997075000000166
4,14.141625000000072
5,11.41792499999994
6,9.149150000000077
7,23.39098750000007
8,38.09728750000007
9,12.219774999999988
10,9.916025000000134
11,8.081412500000106
12,8.352337499999862
13,12.109712499999898
