fold,samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19,23,10.068000000000275,34.35934782608691,30.811869565217474,50.92065217391294,31.5399673913044,38.69728985507244,0.989797251912691,0.8666459520932928,0.8718808135155385,0.6563615907446682,0.8461714020665476,0.7982961187844998,47.82608695652174,83.68115942028965,81.34130434782593,100.0,100.0
20,21,6.2969047619052105,25.846761904762086,23.681523809523743,36.63619047619032,23.11534523809534,28.721492063492047,0.9726373872175723,0.4428474260504461,0.637268880910068,0.11000838325824011,0.5406905193590816,0.39670823007291806,57.14285714285714,84.47380952380988,86.15039682539711,100.0,100.0
21,22,7.194181818181988,22.588590909091305,27.726454545454143,38.59449999999976,24.0259318181818,29.636515151515074,0.9862324782883005,0.7233391889328564,0.679646187717174,0.37854988547996465,0.6919419351045739,0.5938450873766651,50.0,74.62272727272722,76.37575757575756,100.0,100.0
