folds,fold_count,total_samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19-21,3,66,7.853028860029158,27.598233546646767,27.406615973398456,42.05044755003434,26.227081482527183,32.35176569002652,0.9828890391395214,0.6776108556921985,0.7295986273809268,0.3816399531609576,0.692934618843401,0.596283145411361,51.656314699792965,80.92589873894225,81.28915291632687,100.0,100.0
