open,high,low,close
1.09105,1.09128,1.09006,1.09016
1.09016,1.09181,1.09012,1.09175
1.09175,1.09181,1.08699,1.08861
1.08861,1.09096,1.08761,1.09088
1.09088,1.09339,1.09018,1.09157
1.09157,1.09163,1.09083,1.09139
1.0913,1.09156,1.09086,1.09098
1.09099,1.09163,1.09006,1.09006
1.09006,1.09148,1.08919,1.08954
1.08954,1.09037,1.08895,1.09005
1.09005,1.09073,1.0892,1.08944
1.08944,1.08971,1.08763,1.08774
1.08782,1.08907,1.08764,1.08867
1.08867,1.08871,1.08748,1.08756
1.08756,1.09079,1.08661,1.0888
1.08879,1.09019,1.08753,1.08942
1.08941,1.09013,1.0859,1.08608
1.08609,1.08653,1.08508,1.08527
1.08529,1.08572,1.08461,1.08489
1.0849,1.08534,1.08336,1.08431
1.08432,1.08752,1.08415,1.08641
1.08641,1.09006,1.08583,1.08738
1.08743,1.08877,1.08336,1.08725
1.08725,1.08919,1.08723,1.08918
1.08906,1.0895,1.08823,1.0885
1.0885,1.0895,1.08834,1.08911
1.08915,1.09003,1.08669,1.08776
1.08776,1.09314,1.087,1.09112
1.09112,1.09727,1.08952,1.09716
1.09714,1.09732,1.09632,1.09679
1.0958,1.09696,1.0957,1.09642
1.09641,1.09692,1.09525,1.0953
1.09531,1.09656,1.0945,1.09647
1.09646,1.09733,1.09434,1.09469
1.0947,1.09927,1.0947,1.09892
1.09892,1.10014,1.09874,1.10007
1.10006,1.10087,1.09936,1.10066
1.10067,1.102,1.10057,1.10197
1.10197,1.1027,1.10023,1.10029
1.1003,1.10126,1.09769,1.09818
1.09816,1.10031,1.09782,1.10024
1.10024,1.10091,1.09974,1.10078
1.10069,1.10214,1.10039,1.10186
1.10186,1.10368,1.10184,1.10361
1.10361,1.10362,1.10205,1.10222
1.10219,1.10718,1.10136,1.10583
1.10583,1.11336,1.10563,1.11319
1.11318,1.11402,1.11245,1.11309
1.11303,1.1145,1.11272,1.11382
1.11383,1.11487,1.11364,1.11409
1.11409,1.11701,1.11299,1.11608
1.11608,1.11895,1.1155,1.11797
1.11796,1.12088,1.11762,1.12058
1.12058,1.12279,1.12022,1.12255
1.12239,1.12297,1.12133,1.12226
1.12226,1.12429,1.12221,1.1233
1.1233,1.12358,1.12041,1.12311
1.12311,1.12448,1.12101,1.12257
1.12257,1.12443,1.12151,1.12397
1.12396,1.12396,1.1222,1.12245
1.1223,1.12309,1.12218,1.12245
1.12247,1.12285,1.12145,1.12268
1.12268,1.12488,1.12219,1.12378
1.12377,1.12447,1.12207,1.12355
1.12355,1.12382,1.12031,1.1233
1.12329,1.1246,1.1232,1.12391
1.12382,1.12464,1.12345,1.1242
1.12421,1.12561,1.12386,1.12516
1.12516,1.12756,1.12277,1.12371
1.12371,1.12703,1.1223,1.12398
1.12398,1.12459,1.12088,1.12145
1.12146,1.12315,1.12092,1.12276
1.12273,1.12327,1.12252,1.12295
1.12295,1.12312,1.12162,1.12215
1.12215,1.12372,1.11958,1.12324
1.1232,1.124,1.12087,1.12171
1.1217,1.12244,1.11742,1.1192
1.11921,1.1205,1.11901,1.12022
1.12003,1.12203,1.11939,1.12182
1.12181,1.1229,1.12155,1.12211
1.12211,1.12232,1.1198,1.12083
1.12084,1.12167,1.1177,1.11822
1.11821,1.11887,1.11183,1.1124
1.11241,1.11346,1.11218,1.11289
1.11294,1.11381,1.11292,1.11374
1.11374,1.11417,1.11309,1.11396
1.11396,1.11449,1.11213,1.11281
1.11281,1.11343,1.11171,1.11281
1.11281,1.1138,1.11077,1.11233
1.11234,1.11302,1.11189,1.1125
1.11232,1.11328,1.11228,1.11297
1.11298,1.11311,1.11167,1.112
1.112,1.11469,1.10657,1.10708
1.10708,1.11092,1.10693,1.10877
1.10876,1.11045,1.1069,1.10814
1.10814,1.10845,1.10602,1.1064
1.10638,1.10702,1.10598,1.10672
1.10673,1.10816,1.1067,1.10702
1.10702,1.10868,1.10528,1.10647
1.10647,1.10676,1.10387,1.10485
1.10487,1.10547,1.10207,1.10422
1.10421,1.10552,1.10354,1.10541
1.10535,1.10567,1.10441,1.10457
1.10457,1.10531,1.10378,1.1048
1.10481,1.10775,1.10474,1.10755
1.10756,1.10861,1.10573,1.10681
1.10682,1.10822,1.10575,1.10718
1.10718,1.11067,1.10565,1.10856
1.10843,1.1089,1.10773,1.10864
1.10864,1.1118,1.10864,1.1096
1.1096,1.11394,1.1088,1.11391
1.11392,1.11496,1.10472,1.10592
1.10591,1.10654,1.09838,1.09901
1.09903,1.10107,1.09658,1.09754
1.09753,1.09835,1.09753,1.09803
1.09803,1.09887,1.09595,1.09727
1.09727,1.09913,1.09436,1.09597
1.09597,1.10333,1.09565,1.10092
1.10093,1.10475,1.09929,1.10254
1.10254,1.10298,1.10123,1.10135
1.10136,1.10283,1.10124,1.1022
1.1022,1.10264,1.10057,1.10059
1.10059,1.10359,1.10053,1.10341
1.10343,1.10402,1.10189,1.1028
1.1028,1.10458,1.10038,1.1007
1.10069,1.10113,1.09934,1.09968
1.0996,1.1003,1.09883,1.09888
1.09887,1.09909,1.09803,1.099
1.099,1.10002,1.097,1.09746
1.09746,1.09844,1.09523,1.09564
1.09564,1.09888,1.0956,1.0972
1.09719,1.09852,1.09626,1.09838
1.09832,1.10192,1.09804,1.09962
1.09961,1.10071,1.09802,1.09892
1.09892,1.10006,1.0976,1.09842
1.09842,1.09872,1.09574,1.09599
1.09598,1.09679,1.09177,1.09505
1.09505,1.09577,1.09348,1.09382
1.09379,1.09456,1.09367,1.09399
1.09399,1.09491,1.09224,1.09232
1.09232,1.09432,1.09122,1.09247
1.09246,1.09561,1.09216,1.09379
1.09378,1.09628,1.09155,1.09551
1.09551,1.0957,1.09384,1.09489
1.09469,1.09554,1.09402,1.09554
1.09554,1.09615,1.09493,1.09504
1.09504,1.09583,1.09376,1.09402
1.09401,1.09979,1.09346,1.09885
1.09884,1.10419,1.09861,1.10339
1.10339,1.1039,1.10033,1.10036
1.1011,1.10146,1.10005,1.10099
1.10097,1.10099,1.09917,1.09965
1.09965,1.09974,1.09708,1.09747
1.09746,1.09962,1.09654,1.09955
1.09955,1.10117,1.09857,1.10006
1.10005,1.101,1.09954,1.1002
1.1002,1.10056,1.09896,1.09918
1.09918,1.09925,1.09767,1.0992
1.09921,1.1011,1.09737,1.09852
1.09853,1.09863,1.09345,1.0943
1.0943,1.09576,1.09291,1.09482
1.09483,1.09619,1.09479,1.09558
1.09549,1.09651,1.09501,1.09577
1.09576,1.09707,1.09551,1.09667
1.09667,1.09886,1.09667,1.09837
1.09837,1.09871,1.0962,1.09815
1.09815,1.09953,1.09716,1.09783
1.09782,1.09916,1.09713,1.0973
1.09738,1.09787,1.09672,1.09708
1.09708,1.09881,1.09676,1.09792
1.09793,1.10262,1.09785,1.10185
1.10185,1.10653,1.10103,1.10417
1.10415,1.10457,1.10075,1.10133
1.10133,1.10141,1.09761,1.09799
1.09802,1.0989,1.09779,1.09878
1.09878,1.09977,1.09838,1.09851
1.09851,1.10031,1.09839,1.09993
1.09993,1.10048,1.09658,1.09681
1.09679,1.09837,1.09457,1.09464
1.09464,1.09555,1.09429,1.09444
1.09484,1.09517,1.09361,1.09369
1.09369,1.09407,1.09291,1.09358
1.09357,1.09602,1.09261,1.09463
1.09464,1.0953,1.09021,1.09056
1.09056,1.09359,1.08745,1.09285
1.09286,1.09311,1.09027,1.09063
1.09056,1.09093,1.09015,1.09073
1.09073,1.09175,1.09004,1.09102
1.09101,1.09343,1.09062,1.0928
1.09279,1.09448,1.08967,1.09218
1.09219,1.09523,1.09148,1.09177
1.09177,1.0921,1.0899,1.09036
1.09033,1.09055,1.08992,1.09029
1.0903,1.09134,1.08989,1.09133
1.09132,1.09345,1.09105,1.09279
1.09279,1.09325,1.09018,1.09018
1.09018,1.09233,1.08861,1.08866
1.08867,1.09002,1.08715,1.08786
1.08774,1.08832,1.08663,1.08695
1.08695,1.08706,1.08616,1.08684
1.08684,1.08868,1.08626,1.08726
1.08724,1.09186,1.08637,1.09061
1.09061,1.09177,1.08667,1.0878
1.0878,1.08785,1.08564,1.08716
1.087,1.08919,1.0865,1.08896
1.08897,1.08938,1.08803,1.08825
1.08825,1.08871,1.08636,1.08674
1.08674,1.08763,1.08449,1.08554
1.08553,1.08814,1.0853,1.08732
1.08731,1.08812,1.08678,1.08679
1.0867,1.08841,1.0867,1.08797
1.08797,1.08838,1.08694,1.08811
1.08811,1.08897,1.08723,1.08859
1.08859,1.09137,1.08856,1.08983
1.08987,1.09042,1.08752,1.09015
1.09015,1.09033,1.08927,1.08949
1.08937,1.09015,1.08901,1.09003
1.09003,1.09168,1.08978,1.09091
1.09091,1.09303,1.09046,1.09099
1.09099,1.09123,1.08649,1.0866
1.08661,1.08711,1.08329,1.08493
1.08493,1.08553,1.08434,1.08458
1.08444,1.08534,1.08421,1.0847
1.0847,1.08607,1.08445,1.08606
1.08607,1.08715,1.08116,1.08189
1.0819,1.08204,1.08024,1.08041
1.08041,1.08682,1.08033,1.08629
1.08629,1.08701,1.08557,1.08621
1.08622,1.08753,1.08605,1.08696
1.08696,1.08709,1.08584,1.08697
1.08697,1.08765,1.08519,1.08619
1.08619,1.08634,1.08141,1.08208
1.08207,1.08486,1.08179,1.08211
1.08212,1.08239,1.08049,1.08097
1.08095,1.08152,1.07924,1.07945
1.07943,1.0795,1.07768,1.07825
1.07823,1.0792,1.07661,1.07863
1.07862,1.08172,1.07846,1.08127
1.08127,1.08417,1.07657,1.07963
1.07964,1.08125,1.07906,1.0793
1.07944,1.08047,1.07933,1.08024
1.08024,1.08113,1.08013,1.08075
1.08075,1.08208,1.07993,1.08004
1.08004,1.08223,1.08,1.08102
1.08101,1.0814,1.07987,1.08074
1.08073,1.08199,1.08037,1.08182
1.08173,1.08316,1.08118,1.08237
1.08237,1.08382,1.08234,1.08242
1.08241,1.08296,1.08081,1.081
1.081,1.08162,1.07861,1.07922
1.07922,1.08641,1.07821,1.08627
1.08627,1.0892,1.08604,1.08782
1.08768,1.08848,1.0867,1.08697
1.08697,1.08723,1.08603,1.08606
1.08605,1.08766,1.0855,1.08673
1.08675,1.09257,1.0866,1.0921
1.09209,1.09454,1.0913,1.09257
1.09257,1.09328,1.09167,1.09226
1.09217,1.0934,1.09189,1.0933
1.0933,1.09394,1.09182,1.09185
1.09185,1.09244,1.0877,1.08777
1.08777,1.0885,1.08575,1.08742
1.08743,1.08746,1.0835,1.08386
1.08387,1.08541,1.08365,1.08425
1.08418,1.0845,1.08362,1.08376
1.08376,1.08541,1.08376,1.08465
1.08464,1.08596,1.08284,1.08484
1.08483,1.08819,1.08324,1.0864
1.08641,1.08813,1.078,1.07839
1.07839,1.0789,1.07714,1.07726
1.07749,1.078,1.07714,1.07787
1.07786,1.07873,1.07747,1.07869
1.0787,1.0807,1.07835,1.07977
1.07977,1.08088,1.07923,1.07973
1.07972,1.08054,1.07833,1.07938
1.07938,1.07968,1.07929,1.07958
1.07945,1.07978,1.07886,1.07931
1.07933,1.07984,1.07808,1.07921
1.07924,1.07937,1.07419,1.07482
1.07482,1.07571,1.07166,1.07439
1.07442,1.07487,1.07061,1.07295
1.07295,1.07313,1.0719,1.07212
1.07214,1.07282,1.07151,1.07192
1.07192,1.0736,1.0713,1.07357
1.07358,1.0748,1.07231,1.0734
1.0734,1.07488,1.07245,1.0737
1.07369,1.07404,1.07023,1.07208
1.07208,1.07294,1.072,1.07264
1.07254,1.07274,1.07191,1.07221
1.07221,1.07317,1.07179,1.07191
1.07191,1.07256,1.07077,1.07104
1.07104,1.07178,1.0686,1.06934
1.06932,1.071,1.06863,1.0704
1.0704,1.07094,1.06937,1.0695
1.06953,1.07151,1.06942,1.07141
1.0714,1.07234,1.07047,1.07133
1.07132,1.0728,1.07076,1.07118
1.07117,1.07136,1.06941,1.07023
1.07024,1.07437,1.06995,1.07043
1.07043,1.07106,1.0697,1.06992
1.07127,1.07211,1.07072,1.07132
1.07132,1.07377,1.07101,1.07354
1.07354,1.07414,1.07222,1.07284
1.07284,1.07343,1.07154,1.07274
1.07273,1.07592,1.07223,1.0751
1.0751,1.07523,1.07442,1.07495
1.0749,1.07524,1.07423,1.07438
1.07438,1.07687,1.07375,1.0739
1.07389,1.07409,1.0712,1.07145
1.07144,1.0726,1.07056,1.07071
1.07069,1.07374,1.07054,1.07231
1.07232,1.07643,1.0723,1.07557
1.0755,1.07642,1.07513,1.07594
1.07594,1.07648,1.07445,1.07523
1.07522,1.07545,1.0731,1.07351
1.07351,1.07617,1.07109,1.07478
1.07477,1.0756,1.07269,1.07405
1.07406,1.07491,1.07279,1.07292
1.0729,1.07424,1.07282,1.07399
1.07399,1.07488,1.07315,1.0747
1.0747,1.07521,1.07322,1.0734
1.0734,1.07469,1.0655,1.06769
1.06766,1.06973,1.0645,1.06485
1.06485,1.06507,1.06317,1.06431
1.06421,1.06437,1.06342,1.06422
1.06422,1.06535,1.06331,1.06534
1.06534,1.06687,1.06488,1.06656
1.06655,1.06693,1.06451,1.06504
1.06504,1.06877,1.06496,1.06721
1.06722,1.06763,1.06569,1.06574
1.06579,1.06717,1.06579,1.06714
1.06714,1.06737,1.06611,1.06686
1.06687,1.06777,1.06562,1.0664
1.06639,1.06748,1.0656,1.06568
1.06568,1.06988,1.06546,1.0692
1.0692,1.0698,1.06779,1.06912
1.06896,1.06965,1.0685,1.06885
1.06885,1.06895,1.06788,1.06799
1.06799,1.06952,1.06751,1.06865
1.06862,1.07179,1.06819,1.06996
1.06997,1.07014,1.06783,1.06846
1.06846,1.06917,1.06761,1.06785
1.06781,1.0686,1.0677,1.06848
1.06848,1.06897,1.06781,1.06785
1.06785,1.06969,1.0673,1.06963
1.06962,1.0705,1.06921,1.06979
1.06979,1.07368,1.06969,1.07351
1.07349,1.07353,1.065,1.06592
1.06593,1.06639,1.06298,1.06313
1.06313,1.06413,1.06168,1.0637
1.0637,1.06637,1.06326,1.06555
1.0655,1.06647,1.0624,1.06421
1.06421,1.06736,1.06377,1.06557
1.06556,1.06708,1.06555,1.06602
1.06593,1.06635,1.06533,1.06576
1.06576,1.06576,1.06409,1.06546
1.06546,1.06679,1.06149,1.06462
1.06463,1.06607,1.0634,1.06554
1.06554,1.06717,1.0642,1.06555
1.06555,1.06615,1.06393,1.06422
1.06499,1.06554,1.06419,1.06544
1.06544,1.06551,1.0643,1.06488
1.06488,1.06531,1.06242,1.06256
1.06256,1.06435,1.06191,1.0622
1.0622,1.06244,1.05754,1.05891
1.05891,1.05987,1.05855,1.05925
1.05926,1.05965,1.05806,1.05843
1.05843,1.05928,1.05783,1.05926
1.05926,1.06,1.05699,1.05959
1.0596,1.06089,1.05895,1.06057
1.06057,1.06065,1.05676,1.05692
1.05692,1.05763,1.05617,1.05716
1.05711,1.05738,1.05562,1.05602
1.05602,1.05703,1.05572,1.05602
1.05601,1.05741,1.05547,1.05599
1.05599,1.05637,1.05345,1.05466
1.05464,1.05489,1.05007,1.05029
1.05028,1.05189,1.0488,1.05021
1.05027,1.05153,1.05007,1.05151
1.05151,1.05162,1.04966,1.05042
1.05042,1.05244,1.04904,1.05171
1.05169,1.05573,1.05153,1.05179
1.05178,1.0579,1.05177,1.05579
1.05579,1.05673,1.05498,1.05656
1.05644,1.05675,1.0558,1.05641
1.05641,1.05828,1.0562,1.05801
1.05801,1.06166,1.05741,1.06085
1.06082,1.0617,1.05879,1.05998
1.05997,1.06073,1.05699,1.05775
1.05775,1.05798,1.05639,1.05728
1.05658,1.05705,1.05577,1.0564
1.05641,1.05712,1.0564,1.05687
1.05685,1.05917,1.05599,1.05619
1.05619,1.05626,1.05249,1.05294
1.05294,1.05325,1.04883,1.04892
1.04892,1.05051,1.04774,1.04774
1.04777,1.04827,1.04642,1.04723
1.04723,1.04747,1.04597,1.04633
1.04633,1.04935,1.04607,1.04854
1.04854,1.04913,1.0462,1.04664
1.04663,1.04857,1.04482,1.04622
