name,job,fold_count,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_std_pips,summary_csv,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
lstm_tvt_s1_w12_h256_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_tvt_s1_w12,10,12.56850213964178,5.511424054363507,13.464989008093363,13.121715791611754,18.17587970449849,2.270368874436652,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v01/lstm_pipeline_h4_tuning_last10/lstm_tvt_s1_w12/rolling_tvt_summary.csv,0.0,12,256,relu,0.0009,60,0.8,0.1,128
lstm_tvt_s1_w10_h256_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_tvt_s1_w10,10,12.96187713603426,6.1113096817553885,13.805777785777043,13.495504366491025,18.43491671011359,3.4621222155744937,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v01/lstm_pipeline_h4_tuning_last10/lstm_tvt_s1_w10/rolling_tvt_summary.csv,0.0,10,256,relu,0.0009,60,0.8,0.1,128
lstm_tvt_s1_w14_h256_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_tvt_s1_w14,10,13.286287297352388,6.207020165474566,14.244925458152943,13.939145043290022,18.75405852249202,3.5969372090977125,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v01/lstm_pipeline_h4_tuning_last10/lstm_tvt_s1_w14/rolling_tvt_summary.csv,0.0,14,256,relu,0.0009,60,0.8,0.1,128
