name,job,fold_count,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_std_pips,summary_csv,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
lstm_tvt_s3_w12_h256_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_tvt_s3_relu_lr9e4,10,12.188846804026289,4.648938446420696,13.472192088587766,12.7955587392559,17.8386979418408,1.9274758873146998,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v01/lstm_pipeline_h4_tuning_last10/lstm_tvt_s3_relu_lr9e4/rolling_tvt_summary.csv,0.0,12,256,relu,0.0009,60,0.8,0.1,128
lstm_tvt_s3_w12_h256_actrelu_lr0.0007_e60_lam0.8_sig0.1_b128,lstm_tvt_s3_relu_lr7e4,10,12.850205904581518,5.999416532561627,13.785282972896647,13.487582613871615,18.12854149899619,3.064415819032164,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v01/lstm_pipeline_h4_tuning_last10/lstm_tvt_s3_relu_lr7e4/rolling_tvt_summary.csv,0.0,12,256,relu,0.0007,60,0.8,0.1,128
lstm_tvt_s3_w12_h256_actrelu_lr0.0005_e60_lam0.8_sig0.1_b128,lstm_tvt_s3_relu_lr5e4,10,13.308693114491183,6.68291421826962,13.872356469351903,13.881840351025769,18.797661419317443,3.005967951612801,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v01/lstm_pipeline_h4_tuning_last10/lstm_tvt_s3_relu_lr5e4/rolling_tvt_summary.csv,0.0,12,256,relu,0.0005,60,0.8,0.1,128
