name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
lstm_d1_s2_w4_h128_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s2_h128,31.867420454545417,21.440772727272922,29.785863636363587,32.87595454545448,43.36709090909067,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s2_h128_preds.csv,0.0,4,128,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s2_w4_h192_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s2_h192,49.566909090909164,46.546454545454644,50.63700000000004,50.34227272727308,50.74190909090892,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s2_h192_preds.csv,0.0,4,192,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s2_w4_h256_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s2_h256,33.655693181818165,27.71749999999982,32.45513636363646,35.073227272727316,39.37690909090907,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s2_h256_preds.csv,0.0,4,256,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
