name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
lstm_d1_s3_w4_h128_actrelu_lr0.0005_e60_lam0.8_sig0.1_b128,lstm_d1_s3_lr5e4,67.46030681818189,56.944999999999965,81.33481818181824,81.31154545454574,50.24986363636363,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s3_lr5e4_preds.csv,0.0,4,128,relu,0.0005,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s3_w4_h128_actrelu_lr0.0007_e60_lam0.8_sig0.1_b128,lstm_d1_s3_lr7e4,32.06127272727261,22.01845454545432,30.06449999999994,33.160863636363594,43.00127272727257,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s3_lr7e4_preds.csv,0.0,4,128,relu,0.0007,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s3_w4_h128_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s3_lr9e4,31.867420454545417,21.440772727272922,29.785863636363587,32.87595454545448,43.36709090909067,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s3_lr9e4_preds.csv,0.0,4,128,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
