name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.7_sig0.1_b128,lstm_d1_s4_lam07_sig01,32.14932954545451,21.055954545454522,29.9725454545455,34.91445454545444,42.6543636363636,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s4_lam07_sig01_preds.csv,0.0,4,128,relu,0.0009,60,0.7,0.1,128,0.0,0.0,0.0
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s4_lam08_sig01,32.14862500000004,21.503136363636635,30.119136363636407,34.671454545454665,42.30077272727243,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s4_lam08_sig01_preds.csv,0.0,4,128,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.8_sig0.15_b128,lstm_d1_s4_lam08_sig015,31.867000000000047,21.200090909090868,30.097727272727433,34.45068181818193,41.71949999999995,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s4_lam08_sig015_preds.csv,0.0,4,128,relu,0.0009,60,0.8,0.15,128,0.0,0.0,0.0
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.9_sig0.1_b128,lstm_d1_s4_lam09_sig01,31.81855681818171,20.416363636363617,29.955909090909113,34.44736363636362,42.454590909090506,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s4_lam09_sig01_preds.csv,0.0,4,128,relu,0.0009,60,0.9,0.1,128,0.0,0.0,0.0
