name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
lstm_d1_s5_w4_h128_actrelu_lr0.0009_e60_lam0.9_sig0.1_b64,lstm_d1_s5_b64,25.275727272727146,7.472636363636417,23.218181818181723,29.65263636363624,40.75945454545421,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s5_b64_preds.csv,0.0,4,128,relu,0.0009,60,0.9,0.1,64,0.0,0.0,0.0
lstm_d1_s5_w4_h128_actrelu_lr0.0009_e60_lam0.9_sig0.1_b96,lstm_d1_s5_b96,31.946500000000007,19.490272727272973,30.101045454545336,35.1925909090912,43.00209090909052,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s5_b96_preds.csv,0.0,4,128,relu,0.0009,60,0.9,0.1,96,0.0,0.0,0.0
lstm_d1_s5_w4_h128_actrelu_lr0.0009_e60_lam0.9_sig0.1_b128,lstm_d1_s5_b128,31.81855681818171,20.416363636363617,29.955909090909113,34.44736363636362,42.454590909090506,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s5_b128_preds.csv,0.0,4,128,relu,0.0009,60,0.9,0.1,128,0.0,0.0,0.0
