name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
lstm_d1_s6_w4_h128_actrelu_lr0.0009_e30_lam0.9_sig0.1_b64,lstm_d1_s6_e30,31.809625000000054,22.49154545454561,29.795727272727227,33.352590909091184,41.598636363636196,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s6_e30_preds.csv,0.0,4,128,relu,0.0009,30,0.9,0.1,64,0.0,0.0,0.0
lstm_d1_s6_w4_h128_actrelu_lr0.0009_e40_lam0.9_sig0.1_b64,lstm_d1_s6_e40,31.809625000000054,22.49154545454561,29.795727272727227,33.352590909091184,41.598636363636196,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s6_e40_preds.csv,0.0,4,128,relu,0.0009,40,0.9,0.1,64,0.0,0.0,0.0
lstm_d1_s6_w4_h128_actrelu_lr0.0009_e50_lam0.9_sig0.1_b64,lstm_d1_s6_e50,31.809625000000054,22.49154545454561,29.795727272727227,33.352590909091184,41.598636363636196,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s6_e50_preds.csv,0.0,4,128,relu,0.0009,50,0.9,0.1,64,0.0,0.0,0.0
lstm_d1_s6_w4_h128_actrelu_lr0.0009_e60_lam0.9_sig0.1_b64,lstm_d1_s6_e60,31.809625000000054,22.49154545454561,29.795727272727227,33.352590909091184,41.598636363636196,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/d1_ohlc/tuning_v01/lstm_d1_s6_e60_preds.csv,0.0,4,128,relu,0.0009,60,0.9,0.1,64,0.0,0.0,0.0
