name,job,fold_count,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_std_pips,summary_csv,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
bilstm_d1_s6_w4_h256_actrelu_lr0.0007_e40_lam1_sig0.05_b32,bilstm_d1_s6_e40,6,30.929747573953833,11.492139971139947,36.40010256132753,27.749422907647922,48.07732485569996,8.193238111453097,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v02/d1_ohlc/bilstm_pipeline_d1_tuning_last6/bilstm_d1_s6_e40/rolling_tvt_summary.csv,55.40148180804681,4,256,relu,0.0007,40,1.0,0.05,32,0.0,0.0,0.0
bilstm_d1_s6_w4_h256_actrelu_lr0.0007_e50_lam1_sig0.05_b32,bilstm_d1_s6_e50,6,30.950920111832545,11.506653607503472,36.346054834054726,27.88513275613271,48.065839249639275,8.195917576252521,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v02/d1_ohlc/bilstm_pipeline_d1_tuning_last6/bilstm_d1_s6_e50/rolling_tvt_summary.csv,55.13005596701987,4,256,relu,0.0007,50,1.0,0.05,32,0.0,0.0,0.0
bilstm_d1_s6_w4_h256_actrelu_lr0.0007_e30_lam1_sig0.05_b32,bilstm_d1_s6_e30,6,30.96896824494948,11.594357864357756,36.40217604617603,27.780480880230908,48.098858189033216,8.179799959399773,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v02/d1_ohlc/bilstm_pipeline_d1_tuning_last6/bilstm_d1_s6_e30/rolling_tvt_summary.csv,55.646795195993036,4,256,relu,0.0007,30,1.0,0.05,32,0.0,0.0,0.0
