name,job,mae_avg_hlc_pips,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
eu5_s1_w14_h224_acttanh_lr0.0004_e50_lam0.9_sig0.08_b96,eu5_s1_base,18.250450000000004,15.27829583333327,6.361833333333067,12.263516666666659,20.397833333333374,22.08999999999998,RisetEU/EU5/results/multitask_pipeline/eu5_s1_base_preds.csv,30.268961820052937,14,224,tanh,0.0004,50,0.9,0.08,96
eu5_s1_w12_h224_acttanh_lr0.0004_e50_lam0.9_sig0.08_b96,eu5_s1_w12,49.505850000000045,40.46994166666667,13.36221666666652,36.315050000000056,54.5500833333333,57.6524166666668,RisetEU/EU5/results/multitask_pipeline/eu5_s1_w12_preds.csv,28.26011858507991,12,224,tanh,0.0004,50,0.9,0.08,96
eu5_s1_w16_h224_acttanh_lr0.0004_e50_lam0.9_sig0.08_b96,eu5_s1_w16,49.678500000000014,45.215608333333414,31.826933333333603,42.85721666666675,42.74301666666665,63.43526666666666,RisetEU/EU5/results/multitask_pipeline/eu5_s1_w16_preds.csv,32.18033175682649,16,224,tanh,0.0004,50,0.9,0.08,96
