name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
bilstm_d1_s1_w4_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s1_w4,43.39915909090906,44.30013636363619,45.823136363636735,40.52977272727273,42.94359090909058,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s1_w4_preds.csv,0.0,4,256,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
bilstm_d1_s1_w6_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s1_w6,28.370795454545373,14.400454545454679,28.96345454545454,30.494318181818066,39.62495454545422,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s1_w6_preds.csv,0.0,6,256,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
bilstm_d1_s1_w8_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s1_w8,34.44140909090921,29.549590909090778,34.24263636363652,34.001772727272844,39.97163636363669,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s1_w8_preds.csv,0.0,8,256,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
bilstm_d1_s1_w12_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s1_w12,30.542943181818174,21.59340909090908,30.966181818181873,31.99577272727279,37.61640909090894,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s1_w12_preds.csv,0.0,12,256,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
