name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
bilstm_d1_s2_w6_h96_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s2_h96,31.18219318181832,18.200136363636478,32.393181818182185,32.547727272727535,41.587727272727086,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s2_h96_preds.csv,0.0,6,96,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
bilstm_d1_s2_w6_h128_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s2_h128,45.1793977272728,39.75427272727291,47.35636363636376,49.25227272727272,44.3546818181818,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s2_h128_preds.csv,0.0,6,128,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
bilstm_d1_s2_w6_h192_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s2_h192,33.9253181818182,25.98631818181823,34.10190909090924,35.80413636363623,39.80890909090908,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s2_h192_preds.csv,0.0,6,192,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
