name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
bilstm_d1_s5_w6_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b32,bilstm_d1_s5_b32,24.56855681818178,6.053045454545688,23.763318181818445,26.946045454545192,41.51181818181779,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s5_b32_preds.csv,0.0,6,256,relu,0.0005,50,1.0,0.05,32,0.0,0.0,0.0
bilstm_d1_s5_w6_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b64,bilstm_d1_s5_b64,25.362465909090737,7.807999999999956,24.402954545454733,26.528545454545274,42.710363636362985,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s5_b64_preds.csv,0.0,6,256,relu,0.0005,50,1.0,0.05,64,0.0,0.0,0.0
bilstm_d1_s5_w6_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b96,bilstm_d1_s5_b96,26.689136363636234,9.563818181818164,25.67431818181824,27.96577272727247,43.55263636363607,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s5_b96_preds.csv,0.0,6,256,relu,0.0005,50,1.0,0.05,96,0.0,0.0,0.0
