name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
bilstm_d1_s3_w6_h256_actrelu_lr0.0003_e50_lam1_sig0.05_b128,bilstm_d1_s3_lr3e4,34.06390909090913,25.888000000000172,34.10918181818197,35.41027272727265,40.84818181818172,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s3_lr3e4_preds.csv,0.0,6,256,relu,0.0003,50,1.0,0.05,128,0.0,0.0,0.0
bilstm_d1_s3_w6_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_d1_s3_lr5e4,31.18219318181832,18.200136363636478,32.393181818182185,32.547727272727535,41.587727272727086,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s3_lr5e4_preds.csv,0.0,6,256,relu,0.0005,50,1.0,0.05,128,0.0,0.0,0.0
bilstm_d1_s3_w6_h256_actrelu_lr0.0007_e50_lam1_sig0.05_b128,bilstm_d1_s3_lr7e4,28.824499999999784,12.916590909090738,31.1948181818182,28.837909090908653,42.34868181818155,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/d1_ohlc/tuning_v01/bilstm_d1_s3_lr7e4_preds.csv,0.0,6,256,relu,0.0007,50,1.0,0.05,128,0.0,0.0,0.0
