fold,samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,true_bull,true_bear,true_neutral,pred_bull,pred_bear,pred_neutral,epochs_ran,best_epoch,best_val_loss
19,138,5.915144927536228,15.107818840579755,12.713152173912981,17.34510144927535,12.770304347826077,15.055357487922697,0.9962172607390701,0.9620161653423093,0.9672113701533043,0.9363044401175994,0.9654373090880708,0.9551773252044043,48.55072463768116,69,69,0,72,66,0,34,29,0.0005110014462843
20,126,2.7087063492064223,10.218015873015888,11.274309523809483,15.248380952381016,9.862353174603204,12.246902116402131,0.9933131111133251,0.8577082732355549,0.9228106240055312,0.7745150700196134,0.8870867695935061,0.8516779890868998,48.41269841269841,62,64,0,5,121,0,47,42,0.0006152702262625
21,132,4.043742424242526,9.685045454545348,9.273742424242435,13.417287878787924,9.104954545454557,10.792025252525235,0.9927492031520542,0.9397027367777201,0.9485793813660499,0.8988318242308748,0.9449657863816747,0.9290379807915482,53.03030303030303,70,61,1,132,0,0,35,30,0.0004009308759123
