model,mean_mae_avg_pips,mean_atr12_pips,mae_avg_pct_atr12,avg_error_le_atr12_pct,avg_error_gt_atr12_pct,avg_error_le_atr6_pct,avg_error_gt_atr6_pct
ARIMA,14.189824753215618,29.4582306414734,48.16930428006823,92.2883075056988,7.711692494301204,93.03490390446912,6.965096095530882
FLF-LSTM,10.579204022627946,29.4582306414734,35.9125575170621,97.0115230984796,2.9884769015204,97.27607336302988,2.72392663697012
FLF-BiLSTM,11.398662425235829,29.4582306414734,38.69432133913698,96.02233515276994,3.9776648472300593,96.01135579396448,3.9886442060355165
