loss,val_loss
0.6858993172645569,0.21371611952781677
0.14789028465747833,0.030426908284425735
0.023368746042251587,0.02976766973733902
0.015322541818022728,0.02808544784784317
0.013525200076401234,0.027425149455666542
0.012584269978106022,0.02644062414765358
0.011701883748173714,0.025149401277303696
0.011071623302996159,0.024389006197452545
0.010451329872012138,0.022976897656917572
0.009903617203235626,0.021921204403042793
0.009326786734163761,0.020510852336883545
0.008855052292346954,0.020965635776519775
0.008392611518502235,0.01947380043566227
0.007869796827435493,0.01794775389134884
0.007397529203444719,0.017014794051647186
0.007060857955366373,0.01693122088909149
0.006930655334144831,0.015144814737141132
0.006314660422503948,0.015697721391916275
0.006097465753555298,0.013935265131294727
0.005767363123595715,0.013748712837696075
0.005446328315883875,0.01296672411262989
0.005182438995689154,0.013070765882730484
0.00503196194767952,0.011952629312872887
0.004876022692769766,0.011433808133006096
0.0048264404758811,0.01223394088447094
0.004519741516560316,0.010906009934842587
0.004365398548543453,0.011961888521909714
0.0041887820698320866,0.010404041036963463
0.0043991622515022755,0.01028081402182579
0.004173568915575743,0.010306216776371002
0.00404950650408864,0.010141105391085148
0.003963499795645475,0.009682427160441875
0.003915586043149233,0.010040073655545712
0.0038730218075215816,0.00975853856652975
0.003940033260732889,0.009864243678748608
0.003858210751786828,0.010349642485380173
0.0039010783657431602,0.00953051820397377
0.003834892762824893,0.00955631397664547
0.004002739675343037,0.00952964462339878
0.0037597089540213346,0.009373384527862072
0.0037593578454107046,0.009298538789153099
0.0037756485398858786,0.00936303660273552
0.0037086880765855312,0.009344538673758507
0.003762997919693589,0.009659265168011189
0.0037215808406472206,0.009712416678667068
0.003707470139488578,0.009172167629003525
0.00367565406486392,0.010114636272192001
0.0037041299510747194,0.009291274473071098
0.003741341410204768,0.009119650349020958
0.0036622381303459406,0.009231610223650932
