folds,fold_count,total_samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19-21,3,66,17.692712434908334,30.77710395884306,31.733384308927963,49.05246869314254,32.31391734895547,37.18765232030452,0.8242851197880596,0.6468694543797779,0.6583293366975468,0.35395865304425445,0.6208606409774097,0.5530524813738598,51.656314699792965,80.92589873894225,81.28915291632687,98.55072463768117,98.55072463768117
