fold,samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19,23,18.279217391304456,38.66404347826084,40.60082608695672,64.54830434782629,40.523097826087074,47.93772463768128,0.9487535472030758,0.7832631886758562,0.8243182594051319,0.5610032008565421,0.7793345490351514,0.7228615496458434,47.82608695652174,83.68115942028965,81.34130434782593,95.65217391304348,95.65217391304348
20,21,21.299238095238575,27.680904761904742,24.902190476190782,38.84023809523801,28.180642857143024,30.47444444444451,0.6248287280235946,0.4769119595797619,0.5765818668961501,0.2040070230253635,0.47058239438121746,0.41916694983375846,57.14285714285714,84.47380952380988,86.15039682539711,100.0,100.0
21,22,13.499681818181962,25.98636363636361,29.697136363636385,43.76886363636332,28.23801136363632,33.150787878787774,0.8992730841375084,0.6804332148837159,0.5740878837913584,0.29686573525085774,0.6126649795158602,0.5171289446419773,50.0,74.62272727272722,76.37575757575756,100.0,100.0
