open,high,low,close
1.10418,1.1044,1.10342,1.10348
1.10348,1.10359,1.10166,1.10333
1.10333,1.10388,1.10107,1.10149
1.10148,1.10172,1.09493,1.09521
1.09521,1.09682,1.09409,1.09504
1.09504,1.09559,1.09383,1.09401
1.09404,1.09546,1.09384,1.09513
1.09513,1.09628,1.09485,1.09513
1.09513,1.09655,1.09347,1.0936
1.0936,1.0939,1.09102,1.09215
1.09215,1.09386,1.0898,1.09066
1.09068,1.09257,1.08929,1.09214
1.09212,1.09275,1.09098,1.09178
1.09178,1.09307,1.0916,1.09265
1.09265,1.09691,1.09209,1.09675
1.09675,1.09722,1.09325,1.0947
1.09471,1.09653,1.0938,1.09502
1.09503,1.09543,1.09431,1.09443
1.09435,1.09559,1.09412,1.09516
1.09514,1.09543,1.0934,1.09373
1.09373,1.09373,1.09028,1.09132
1.09129,1.09279,1.08767,1.09221
1.09221,1.09984,1.09218,1.09461
1.09461,1.09597,1.09352,1.09405
1.0938,1.09531,1.09348,1.0948
1.09479,1.09479,1.09306,1.09373
1.09373,1.09522,1.09226,1.09372
1.09383,1.09563,1.09342,1.09507
1.09507,1.09788,1.09493,1.09646
1.09646,1.09657,1.09489,1.09498
1.09499,1.09618,1.0949,1.09615
1.09617,1.09663,1.0948,1.09496
1.09495,1.09629,1.09379,1.09441
1.09441,1.0948,1.09286,1.0946
1.09463,1.09512,1.09104,1.09339
1.0934,1.094,1.092,1.09305
1.09296,1.09364,1.09239,1.09321
1.09321,1.0936,1.09278,1.09322
1.09321,1.09518,1.09227,1.09471
1.09469,1.09554,1.09404,1.09404
1.09404,1.0969,1.0932,1.09671
1.0967,1.09728,1.09594,1.0972
1.09707,1.09802,1.09667,1.09789
1.09789,1.09848,1.09756,1.09783
1.09783,1.09885,1.09588,1.09637
1.09637,1.09995,1.09356,1.09397
1.09398,1.09737,1.09301,1.09509
1.09508,1.09828,1.09495,1.09725
1.09713,1.09846,1.09637,1.09827
1.09826,1.09853,1.09731,1.09756
1.09756,1.09827,1.09608,1.09625
1.09624,1.09696,1.09359,1.09553
1.09552,1.09869,1.09471,1.09495
1.09495,1.09634,1.09481,1.09495
1.09449,1.09562,1.0941,1.09547
1.09549,1.09674,1.09549,1.09639
1.09639,1.09665,1.0943,1.09466
1.09466,1.09589,1.09334,1.09505
1.09506,1.09525,1.09381,1.09482
1.09482,1.09535,1.09476,1.09499
1.09492,1.09503,1.09154,1.09275
1.09274,1.09275,1.09125,1.09153
1.09153,1.09267,1.0884,1.08861
1.08862,1.0898,1.08715,1.0874
1.08739,1.08946,1.0862,1.0863
1.0863,1.08775,1.08628,1.08749
1.08738,1.08822,1.08696,1.08772
1.08772,1.08844,1.08607,1.08648
1.08648,1.08816,1.08554,1.08762
1.0876,1.08839,1.08513,1.0864
1.08639,1.08708,1.08445,1.08669
1.0867,1.08826,1.08565,1.08815
1.08812,1.09008,1.08785,1.08961
1.0896,1.09029,1.08905,1.08949
1.08949,1.09068,1.08766,1.08845
1.08845,1.0896,1.08505,1.08524
1.08525,1.087,1.08466,1.08596
1.08596,1.08774,1.08541,1.08755
1.0875,1.08873,1.08624,1.08853
1.08853,1.08896,1.08796,1.08809
1.08808,1.08863,1.0868,1.08827
