open,high,low,close
1.12491,1.12552,1.1248,1.12523
1.12521,1.12674,1.12493,1.12655
1.12657,1.13033,1.12621,1.12978
1.12975,1.12991,1.1264,1.12646
1.12647,1.12823,1.12235,1.12286
1.12288,1.12415,1.1227,1.12392
1.12365,1.12425,1.12332,1.12402
1.12407,1.12496,1.12285,1.12294
1.12294,1.12471,1.12243,1.1234
1.12338,1.12374,1.12193,1.12296
1.12297,1.12484,1.12259,1.12419
1.1242,1.12514,1.12359,1.12437
1.12437,1.12676,1.12408,1.12645
1.12648,1.1293,1.12618,1.12922
1.12921,1.1303,1.12816,1.12905
1.12905,1.13301,1.1283,1.133
1.133,1.13457,1.13028,1.1307
1.13071,1.13194,1.1306,1.13094
1.13066,1.13329,1.13047,1.13269
1.13268,1.13286,1.13071,1.13124
1.1312,1.13167,1.12634,1.12649
1.12649,1.13008,1.1259,1.12982
1.12986,1.13075,1.12718,1.12905
1.12906,1.12987,1.12689,1.12731
1.1274,1.1283,1.12654,1.12694
1.12695,1.1281,1.12687,1.12767
1.12769,1.12945,1.12626,1.12793
1.12791,1.12957,1.12662,1.12885
1.12886,1.13525,1.12878,1.13367
1.13367,1.13429,1.13284,1.13303
1.13273,1.13476,1.13269,1.13346
1.13344,1.13715,1.13285,1.13658
1.13651,1.13685,1.13261,1.13299
1.13301,1.13494,1.13166,1.13444
1.13444,1.1349,1.12857,1.1291
1.1291,1.12975,1.12804,1.12848
1.12833,1.12906,1.1271,1.12752
1.12752,1.12784,1.12676,1.12705
1.12705,1.12912,1.12538,1.12855
1.12857,1.1301,1.12738,1.12933
1.12935,1.13254,1.12935,1.13002
1.13002,1.13067,1.12949,1.12994
1.1305,1.13179,1.13034,1.13149
1.13149,1.13311,1.13146,1.13232
1.13234,1.13369,1.13013,1.13092
1.13093,1.1339,1.13046,1.13261
1.13261,1.13758,1.13257,1.13684
1.13681,1.13756,1.13421,1.13436
1.13441,1.13511,1.13406,1.13457
1.13457,1.13493,1.13359,1.13456
1.13456,1.1359,1.13256,1.13513
1.13515,1.13819,1.1348,1.13727
1.13725,1.14097,1.1362,1.14043
1.14043,1.14064,1.13879,1.14004
1.1397,1.14242,1.13922,1.14139
1.1414,1.14222,1.13951,1.13962
1.13962,1.14454,1.13921,1.14381
1.14379,1.14487,1.14266,1.14362
1.14363,1.1453,1.14024,1.14082
1.14081,1.14136,1.14037,1.14126
1.14077,1.14195,1.14077,1.14155
1.14155,1.14177,1.14013,1.1407
1.1407,1.14164,1.13865,1.13935
1.13938,1.14256,1.13789,1.14119
1.14118,1.14426,1.14002,1.14101
1.14101,1.14109,1.13711,1.1384
1.13835,1.13939,1.13754,1.13857
1.13857,1.13942,1.13781,1.13878
1.13879,1.14182,1.13784,1.14168
1.14168,1.1431,1.14102,1.14197
1.14199,1.14435,1.1417,1.1436
1.14365,1.14446,1.14232,1.14283
1.14124,1.14468,1.14104,1.14233
1.14231,1.1442,1.14136,1.14416
1.14436,1.14686,1.14367,1.14586
1.14585,1.14652,1.14164,1.14192
1.14192,1.14496,1.14029,1.14395
1.14395,1.14499,1.14344,1.14483
1.14457,1.1465,1.14416,1.14564
1.14565,1.14704,1.14237,1.14315
1.14309,1.14677,1.14286,1.14441
1.14439,1.1461,1.14307,1.14393
1.14395,1.15185,1.14257,1.15172
1.15173,1.15409,1.15137,1.15276
1.15283,1.15433,1.15225,1.15321
1.1532,1.15481,1.15304,1.154
1.15397,1.15466,1.15073,1.15231
1.15231,1.16011,1.15175,1.15967
1.15969,1.16019,1.15715,1.1578
1.1578,1.15828,1.15636,1.157
