fold,samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,true_bull,true_bear,true_neutral,pred_bull,pred_bear,pred_neutral,epochs_ran,best_epoch,best_val_loss
19,23,10.068000000000275,34.35934782608691,30.81186956521747,50.92065217391294,31.5399673913044,38.69728985507244,0.989797251912691,0.8666459520932928,0.8718808135155385,0.6563615907446682,0.8461714020665476,0.7982961187844998,47.82608695652174,11,12,0,23,0,0,22,17,0.008666212670505
20,21,6.296904761905212,25.846761904762086,23.681523809523746,36.636190476190315,23.11534523809534,28.721492063492047,0.9726373872175723,0.4428474260504461,0.637268880910068,0.11000838325824011,0.5406905193590816,0.39670823007291806,57.14285714285714,12,9,0,21,0,0,19,14,0.0050622285343706
21,22,7.194181818181987,22.5885909090913,27.726454545454143,38.59449999999976,24.025931818181796,29.636515151515066,0.9862324782883005,0.7233391889328564,0.679646187717174,0.37854988547996465,0.6919419351045739,0.5938450873766651,50.0,11,11,0,22,0,0,17,12,0.0044091385789215
