fold,samples_arima,arima_mae_avg_pips,arima_corr2_avg_hlc,arima_da_body_pct,samples_lstm,lstm_mae_avg_pips,lstm_corr2_avg_hlc,lstm_da_body_pct,samples_bilstm,bilstm_mae_avg_pips,bilstm_corr2_avg_hlc,bilstm_da_body_pct,winner_mae,winner_corr2,winner_da
19,23,41.0076808033592,0.6904908455780014,47.82608695652174,23,40.523097826087074,0.7228615496458434,47.82608695652174,23,31.5399673913044,0.7982961187844998,47.82608695652174,bilstm,bilstm,arima+lstm+bilstm
20,21,35.839178062587266,0.30149351460911866,33.33333333333333,21,28.180642857143027,0.41916694983375846,57.14285714285714,21,23.11534523809534,0.39670823007291806,57.14285714285714,bilstm,lstm,lstm+bilstm
21,22,36.04917885632277,0.4847737783557955,40.909090909090914,22,28.238011363636325,0.5171289446419773,50.0,22,24.025931818181796,0.5938450873766651,50.0,bilstm,bilstm,lstm+bilstm
