fold,samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,true_bull,true_bear,true_neutral,pred_bull,pred_bear,pred_neutral,order_open,order_high,order_low,order_close
19,23,41.1492072927375,41.51476716436043,34.10445662908789,47.26229212725098,41.0076808033592,40.96050530689977,0.7306966684561987,0.5789284909938368,0.8378670571385808,0.6546769886015866,0.7005423012975507,0.6904908455780014,47.82608695652174,11,12,0,11,12,0,"(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 0, 0)"
20,21,46.828661801370025,25.19508881787694,34.624148132345894,36.708813498756186,35.839178062587266,32.17601681632634,0.1360986899185498,0.4386689524924325,0.3870913559512526,0.07872023538367094,0.2601448084364764,0.30149351460911866,33.33333333333333,12,9,0,12,9,0,"(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 0, 0)"
21,22,39.50402545521309,33.43833557393336,31.64887281813694,39.60548157800771,36.04917885632277,34.897563323359336,0.41693107936996165,0.5477043782266255,0.5084190556133923,0.3981979012273687,0.46781310360933703,0.4847737783557955,40.909090909090914,11,11,0,12,10,0,"(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 0, 0)"
