fold,tail_mae_avg_pips
1,31.919637499999904
2,12.352162500000123
3,35.81017500000008
4,16.99705000000015
5,16.66282499999988
6,10.077274999999997
7,11.794249999999867
8,23.390962500000082
9,22.0300125
10,12.668412499999837
11,9.916025000000134
12,8.149012499999996
13,8.45291249999991
14,12.034999999999906
