datetime	Open	High	Low	Close
2022.10.06 00:00	0.98814	0.99265	0.97882	0.97909
2022.10.07 00:00	0.97899	0.98168	0.97260	0.97412
2022.10.10 00:00	0.97322	0.97532	0.96817	0.97032
2022.10.11 00:00	0.97029	0.97746	0.96705	0.97023
2022.10.12 00:00	0.97024	0.97349	0.96679	0.97026
2022.10.13 00:00	0.97016	0.98059	0.96318	0.97780
2022.10.14 00:00	0.97761	0.98087	0.97068	0.97189
2022.10.17 00:00	0.97203	0.98520	0.97175	0.98432
2022.10.18 00:00	0.98416	0.98757	0.98126	0.98575
2022.10.19 00:00	0.98567	0.98725	0.97573	0.97713
2022.10.20 00:00	0.97709	0.98455	0.97545	0.97871
2022.10.21 00:00	0.97858	0.98692	0.97048	0.98578
2022.10.24 00:00	0.98697	0.98990	0.98067	0.98723
2022.10.25 00:00	0.98725	0.99768	0.98482	0.99663
2022.10.26 00:00	0.99655	1.00887	0.99432	1.00838
2022.10.27 00:00	1.00820	1.00937	0.99575	0.99633
2022.10.28 00:00	0.99633	0.99981	0.99260	0.99650
2022.10.31 00:00	0.99550	0.99657	0.98728	0.98805
2022.11.01 00:00	0.98805	0.99539	0.98528	0.98735
2022.11.02 00:00	0.98737	0.99759	0.98129	0.98178
2022.11.03 00:00	0.98192	0.98395	0.97300	0.97470
2022.11.04 00:00	0.97468	0.99668	0.97417	0.99581
2022.11.07 00:00	0.99038	1.00341	0.98999	1.00181
2022.11.08 00:00	1.00179	1.00963	0.99716	1.00721
2022.11.09 00:00	1.00719	1.00883	0.99927	1.00106
2022.11.10 00:00	1.00098	1.02218	0.99355	1.02064
2022.11.11 00:00	1.02051	1.03641	1.01630	1.03516
2022.11.14 00:00	1.03332	1.03585	1.02713	1.03261
2022.11.15 00:00	1.03259	1.04818	1.02800	1.03472
2022.11.16 00:00	1.03475	1.04384	1.03307	1.03931
2022.11.17 00:00	1.03924	1.04066	1.03052	1.03641
2022.11.18 00:00	1.03627	1.03959	1.03136	1.03211
2022.11.21 00:00	1.03202	1.03330	1.02226	1.02398
2022.11.22 00:00	1.02397	1.03081	1.02385	1.03013
2022.11.23 00:00	1.03012	1.04050	1.02964	1.03936
2022.11.24 00:00	1.03939	1.04487	1.03817	1.04103
2022.11.25 00:00	1.04098	1.04292	1.03547	1.03879
2022.11.28 00:00	1.03733	1.04969	1.03302	1.03392
2022.11.29 00:00	1.03386	1.03943	1.03200	1.03280
2022.11.30 00:00	1.03271	1.04287	1.02902	1.04047
2022.12.01 00:00	1.04050	1.05339	1.03930	1.05250
