name,job,fold_count,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_std_pips,summary_csv,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
bilstm_tvt_s4_w20_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,bilstm_tvt_s4_lam10_sig005,10,12.656790651507318,5.945512564935067,13.969287742957528,12.847514366177313,17.864847931959368,3.330495201780994,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v01/bilstm_pipeline_h4_tuning_last10/bilstm_tvt_s4_lam10_sig005/rolling_tvt_summary.csv,405.9550357310218,20,256,relu,0.0005,50,1.0,0.05,128
bilstm_tvt_s4_w20_h256_actrelu_lr0.0005_e50_lam0.8_sig0.15_b128,bilstm_tvt_s4_lam08_sig015,10,12.732369322926486,5.9619326977853735,13.623195050034493,13.469210705502226,17.875138838383855,3.359949894816862,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v01/bilstm_pipeline_h4_tuning_last10/bilstm_tvt_s4_lam08_sig015/rolling_tvt_summary.csv,412.5913937030127,20,256,relu,0.0005,50,0.8,0.15,128
bilstm_tvt_s4_w20_h256_actrelu_lr0.0005_e50_lam0.9_sig0.1_b128,bilstm_tvt_s4_lam09_sig01,10,14.368508739059873,8.347147943252413,14.75927730582219,14.791682546270163,19.575927160894725,4.289405644532538,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v01/bilstm_pipeline_h4_tuning_last10/bilstm_tvt_s4_lam09_sig01/rolling_tvt_summary.csv,350.142623982043,20,256,relu,0.0005,50,0.9,0.1,128
