name,job,fold_count,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_std_pips,summary_csv,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
bilstm_tvt_s6_w20_h256_actrelu_lr0.0005_e39_lam1_sig0.05_b64,bilstm_tvt_s6_e39,10,12.641579822644145,5.691490224292613,13.626533925748166,13.026239732574158,18.22205540796164,3.3708304184924343,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v01/bilstm_pipeline_h4_tuning_last10/bilstm_tvt_s6_e39/rolling_tvt_summary.csv,504.34982314897934,20,256,relu,0.0005,39,1.0,0.05,64
bilstm_tvt_s6_w20_h256_actrelu_lr0.0005_e30_lam1_sig0.05_b64,bilstm_tvt_s6_e30,10,12.867792929567425,6.440189739946048,13.842578851402212,12.848179579176858,18.34022354774458,3.44219353486763,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v01/bilstm_pipeline_h4_tuning_last10/bilstm_tvt_s6_e30/rolling_tvt_summary.csv,462.9721490140073,20,256,relu,0.0005,30,1.0,0.05,64
bilstm_tvt_s6_w20_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b64,bilstm_tvt_s6_e50,10,13.079635294952647,6.844985667074477,13.773128532373438,13.570869109260295,18.129557871102385,3.7127122685129237,/home/hduser/jupyter/gust/RisetEU/FLF_BILSTM/results/tvt_v01/bilstm_pipeline_h4_tuning_last10/bilstm_tvt_s6_e50/rolling_tvt_summary.csv,451.82053657399956,20,256,relu,0.0005,50,1.0,0.05,64
