open,high,low,close
1.14615,1.14681,1.14462,1.14525
1.14525,1.14793,1.1443,1.14784
1.14784,1.14972,1.14221,1.14338
1.14335,1.14415,1.13665,1.13711
1.1371,1.13746,1.13302,1.13343
1.13342,1.13468,1.13242,1.13408
1.13398,1.13554,1.1308,1.13479
1.13479,1.1371,1.13453,1.13603
1.13603,1.13836,1.13534,1.1375
1.13751,1.1379,1.1337,1.13651
1.13653,1.14108,1.1361,1.13983
1.1398,1.14068,1.13823,1.13889
1.13912,1.14116,1.13862,1.14039
1.1404,1.14076,1.13878,1.13896
1.13893,1.14193,1.1383,1.1403
1.14023,1.14157,1.13615,1.13709
1.13705,1.14176,1.13452,1.14052
1.14051,1.14106,1.13927,1.13928
1.13937,1.1423,1.13936,1.14209
1.14207,1.14302,1.14162,1.14234
1.14234,1.14482,1.14102,1.14418
1.1442,1.14595,1.14336,1.14578
1.14581,1.14732,1.14541,1.14685
1.14684,1.14833,1.14682,1.14733
1.14736,1.14852,1.14475,1.14487
1.14488,1.14542,1.14328,1.14444
1.14444,1.1462,1.14338,1.14527
1.14524,1.14701,1.14225,1.14278
1.14274,1.14562,1.14248,1.14548
1.14548,1.14595,1.14364,1.14399
1.144,1.14669,1.14361,1.14583
1.14585,1.14648,1.14493,1.14614
1.14614,1.14794,1.14549,1.14612
1.14612,1.14651,1.14393,1.14624
1.14624,1.15416,1.14624,1.15337
1.15339,1.15593,1.15297,1.15422
1.15424,1.15621,1.15396,1.15549
1.15549,1.1571,1.15498,1.15618
1.15616,1.15624,1.15204,1.15251
1.1525,1.15462,1.15184,1.15215
1.15213,1.15317,1.14978,1.15068
1.15064,1.15143,1.14851,1.14989
1.14988,1.15231,1.14964,1.15182
1.15181,1.15317,1.15141,1.1526
1.1526,1.15329,1.15171,1.15208
1.15209,1.15411,1.15162,1.15273
1.15272,1.15277,1.14584,1.14826
1.14825,1.14841,1.1458,1.14664
1.14574,1.14775,1.14573,1.14758
1.14761,1.14816,1.14661,1.14788
1.14788,1.14825,1.14545,1.14627
1.14625,1.14737,1.14504,1.14594
1.14596,1.14806,1.14534,1.14774
1.14773,1.14779,1.14638,1.14675
1.14673,1.14904,1.14639,1.14859
1.14857,1.14901,1.14767,1.14837
1.14834,1.14836,1.14231,1.14332
1.14329,1.14436,1.14119,1.14388
1.14389,1.14547,1.13826,1.13893
1.13894,1.14172,1.13816,1.14118
1.14106,1.14143,1.13964,1.13978
1.1398,1.14149,1.13959,1.14115
1.14113,1.14247,1.13912,1.14099
1.14099,1.14114,1.13773,1.13897
1.139,1.14103,1.139,1.1399
1.13989,1.14096,1.13892,1.13903
1.13906,1.14004,1.13906,1.13941
1.13936,1.1396,1.13785,1.13868
1.13867,1.14014,1.13707,1.13934
1.13935,1.14058,1.13823,1.13975
1.13975,1.14004,1.13695,1.13857
1.13857,1.14,1.13794,1.13876
1.13876,1.13995,1.13853,1.13948
1.13949,1.13968,1.13868,1.13889
1.13888,1.14007,1.13879,1.13977
1.13977,1.14101,1.13964,1.13975
1.13974,1.14006,1.13526,1.13579
1.13579,1.13716,1.13573,1.1363
1.13588,1.13771,1.13588,1.13761
1.13764,1.13799,1.13727,1.13774
1.13775,1.13909,1.13656,1.13711
1.13711,1.138,1.13563,1.13608
1.13606,1.13708,1.13566,1.13675
1.13674,1.13703,1.13616,1.13635
1.13627,1.13725,1.13627,1.13698
1.13698,1.13706,1.13552,1.1357
1.13571,1.13645,1.13456,1.13604
1.13606,1.13667,1.13445,1.13451
1.13449,1.1371,1.13353,1.13689
1.13689,1.13736,1.1351,1.13585
1.13581,1.13673,1.13581,1.13651
1.13649,1.13683,1.13624,1.13678
1.13679,1.13716,1.13529,1.13552
1.13551,1.13695,1.13498,1.13539
1.13544,1.13943,1.13512,1.13926
1.13925,1.13935,1.13781,1.13781
1.138,1.13914,1.13771,1.13866
1.13865,1.13901,1.13824,1.13852
1.1385,1.13879,1.13394,1.13463
1.13464,1.13584,1.13058,1.13347
1.1335,1.13805,1.12942,1.12983
1.12983,1.13125,1.12887,1.13003
1.13046,1.13149,1.12991,1.13072
1.13073,1.13273,1.13066,1.1322
1.13219,1.1334,1.13143,1.13297
1.13295,1.1358,1.13263,1.13567
1.13568,1.14158,1.13562,1.14067
1.1407,1.14186,1.14027,1.1406
1.14008,1.14197,1.14007,1.1416
1.14159,1.14268,1.14099,1.14128
1.14127,1.14167,1.1391,1.14091
1.14092,1.14247,1.14073,1.14181
1.14182,1.14446,1.14056,1.14353
1.14351,1.14401,1.14257,1.1426
1.14257,1.14348,1.14213,1.14257
1.14256,1.14349,1.14256,1.14337
1.14339,1.14513,1.14322,1.14426
1.14425,1.14472,1.14192,1.1427
1.1427,1.14407,1.1412,1.14282
1.14283,1.14414,1.14229,1.14324
1.14303,1.14424,1.14274,1.14398
1.14399,1.14468,1.14363,1.1446
1.14458,1.1451,1.14253,1.14311
1.1431,1.1442,1.1423,1.1427
1.14269,1.14278,1.14069,1.14201
1.142,1.15026,1.14146,1.14791
1.14796,1.14967,1.14788,1.14944
1.14945,1.15101,1.14929,1.15063
1.15063,1.15154,1.1484,1.14855
1.14856,1.1497,1.14726,1.14955
1.14954,1.14965,1.14361,1.14506
1.14505,1.1451,1.14401,1.14452
1.14459,1.14505,1.14379,1.1443
1.1443,1.1448,1.14346,1.14367
1.14368,1.14683,1.1435,1.14672
1.14676,1.14868,1.14541,1.14746
1.14745,1.14894,1.14483,1.14694
1.14693,1.14701,1.14529,1.14547
1.14494,1.14602,1.14494,1.14586
1.14584,1.14607,1.14417,1.14441
1.14441,1.14539,1.14383,1.14447
1.14447,1.14546,1.14409,1.14494
1.14493,1.14508,1.14245,1.14317
1.14318,1.14367,1.14268,1.14346
1.14366,1.14399,1.14331,1.14384
1.14383,1.14409,1.14309,1.14344
1.14343,1.14343,1.14119,1.14192
1.14192,1.14338,1.14127,1.14293
1.14295,1.14341,1.14014,1.14095
1.14096,1.14174,1.14012,1.14046
1.14046,1.14099,1.1398,1.14014
1.14014,1.14069,1.13963,1.1397
1.13969,1.13984,1.13803,1.13887
1.13886,1.1399,1.13834,1.13869
1.1387,1.13905,1.13746,1.13756
1.13755,1.13762,1.13607,1.13609
1.13616,1.13688,1.13594,1.1361
1.13611,1.13648,1.1357,1.13598
1.136,1.13669,1.13404,1.13452
1.13454,1.13487,1.13241,1.13313
1.13315,1.13604,1.13308,1.13493
1.13492,1.13562,1.13359,1.13389
1.13398,1.13447,1.13355,1.13378
1.13378,1.13437,1.13361,1.13397
1.13398,1.13437,1.1323,1.13259
1.1326,1.13511,1.1326,1.13471
1.13472,1.13495,1.13214,1.13301
1.13299,1.13313,1.13202,1.13204
1.13169,1.13281,1.13129,1.13276
1.13274,1.13281,1.13184,1.13244
1.13246,1.13304,1.13023,1.13023
1.13023,1.13219,1.1297,1.13103
1.13104,1.13122,1.12692,1.12708
1.1271,1.12785,1.12675,1.12754
1.12741,1.12829,1.12726,1.12824
1.12825,1.12852,1.12745,1.12791
1.12788,1.12901,1.12572,1.12741
1.1274,1.12973,1.12725,1.12924
1.12923,1.13226,1.12869,1.13193
1.13191,1.13393,1.13191,1.1324
1.13225,1.13379,1.13225,1.13345
1.13347,1.13412,1.13333,1.13379
1.13375,1.13383,1.13125,1.13206
1.132,1.13311,1.12887,1.12911
1.12911,1.13035,1.12721,1.12758
1.12759,1.12827,1.1259,1.1259
1.12589,1.12695,1.12474,1.12692
1.1269,1.12835,1.12682,1.12796
1.12798,1.12946,1.12494,1.12662
1.12662,1.13094,1.12607,1.13023
1.13019,1.13048,1.12642,1.12964
1.12965,1.13024,1.129,1.12936
1.12933,1.12966,1.12852,1.1287
1.12872,1.1289,1.12824,1.12849
1.12847,1.12911,1.12679,1.12824
