folds,fold_count,total_samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19-21,3,396,4.2225312336617264,11.670293389380328,11.087068040654968,15.336923426814764,10.579204022627946,12.69809495228335,0.9940931916681498,0.9198090584518614,0.9462004585082952,0.8698837781226958,0.9324966216877506,0.9119644316942841,49.997908693560866,29.416532997330098,29.458230641473396,97.27607336302988,97.0115230984796
