name,job,fold_count,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_std_pips,summary_csv,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
lstm_d1_s2_w4_h128_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s2_h128,6,41.656460434704236,27.323829256854335,44.14216832611816,38.56817543290057,56.5916687229439,8.56246308145386,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v02/d1_ohlc/lstm_pipeline_d1_tuning_last6/lstm_d1_s2_h128/rolling_tvt_summary.csv,37.758689087932,4,128,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s2_w4_h192_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s2_h192,6,42.14053961038958,26.849238023087977,47.19505894660881,38.45021457431461,56.06764689754693,8.468984017942216,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v02/d1_ohlc/lstm_pipeline_d1_tuning_last6/lstm_d1_s2_h192/rolling_tvt_summary.csv,36.18675177707337,4,192,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s2_w4_h256_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s2_h256,6,46.11155790043292,33.29409956709949,51.88104267676764,40.94681782106792,58.324271536796665,9.664048788248984,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v02/d1_ohlc/lstm_pipeline_d1_tuning_last6/lstm_d1_s2_h256/rolling_tvt_summary.csv,34.05606611503754,4,256,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
