name,job,fold_count,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_std_pips,summary_csv,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch,dropout,recurrent_dropout,l2_reg
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.8_sig0.1_b128,lstm_d1_s4_lam08_sig01,6,41.66918870851368,27.28653051948046,44.176314069263974,38.592227380952465,56.621682864357815,8.562837154997009,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v02/d1_ohlc/lstm_pipeline_d1_tuning_last6/lstm_d1_s4_lam08_sig01/rolling_tvt_summary.csv,37.662215778953396,4,128,relu,0.0009,60,0.8,0.1,128,0.0,0.0,0.0
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.9_sig0.1_b128,lstm_d1_s4_lam09_sig01,6,41.705396239177496,27.40653293650783,44.200673340548285,38.47745955988467,56.7369191197692,8.466213163312618,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v02/d1_ohlc/lstm_pipeline_d1_tuning_last6/lstm_d1_s4_lam09_sig01/rolling_tvt_summary.csv,37.05813634803053,4,128,relu,0.0009,60,0.9,0.1,128,0.0,0.0,0.0
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.8_sig0.15_b128,lstm_d1_s4_lam08_sig015,6,41.70780193001443,27.313387518037526,44.116786255411206,38.743803860028954,56.65723008658005,8.369978350828584,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v02/d1_ohlc/lstm_pipeline_d1_tuning_last6/lstm_d1_s4_lam08_sig015/rolling_tvt_summary.csv,37.4350990310777,4,128,relu,0.0009,60,0.8,0.15,128,0.0,0.0,0.0
lstm_d1_s4_w4_h128_actrelu_lr0.0009_e60_lam0.7_sig0.1_b128,lstm_d1_s4_lam07_sig01,6,41.71289922438674,27.23553639971132,44.14001255411252,38.70674556277065,56.769302380952475,8.393702607915557,/home/hduser/jupyter/gust/RisetEU/FLF_LSTM/results/tvt_v02/d1_ohlc/lstm_pipeline_d1_tuning_last6/lstm_d1_s4_lam07_sig01/rolling_tvt_summary.csv,37.66261384799145,4,128,relu,0.0009,60,0.7,0.1,128,0.0,0.0,0.0
