fold,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_hlc_pips
43,18.20629999999986,32.5070666666664,34.8876333333333,58.061466666666554,41.81872222222208
44,10.157183333333375,12.377733333333364,27.901399999999963,25.821349999999814,22.033494444444383
45,9.373900000000157,39.71036666666672,24.517899999999944,14.463800000000138,26.230688888888935
46,9.011366666666687,10.859450000000141,12.990183333333276,19.000633333333273,14.283422222222228
47,6.988000000000039,13.949439999999933,9.864840000000186,22.21188000000014,15.34205333333342
