datetime,open,high,low,close,atr14,rsi14,delta_close_open,theta,dir_class,dir_name,dir_binary,dir_mask,atr6,atr12
2019-09-16 08:00:00,1.10728,1.10819,1.10576,1.10588,0.0037607142857143078,52.62420429268105,-0.0014,0.0003760714285714,-1,bearish,0.0,1,0.0020049999999999977,0.004107500000000004
2019-09-16 12:00:00,1.10586,1.10689,1.10239,1.10259,0.004035000000000011,44.6297773363134,-0.0032700000000001,0.0004035,-1,bearish,0.0,1,0.00229500000000001,0.0032941666666666722
2019-09-16 16:00:00,1.10258,1.10261,1.09918,1.10014,0.00408714285714286,39.78298878051013,-0.0024399999999999,0.0004087142857142,-1,bearish,0.0,1,0.0024083333333333456,0.0024108333333333434
2019-09-16 20:00:00,1.10015,1.101,1.0993,1.09981,0.00319000000000001,39.16600860804715,-0.00034,0.000319,-1,bearish,0.0,1,0.002466666666666691,0.0023333333333333353
2019-09-17 00:00:00,1.09961,1.10105,1.09946,1.10077,0.0023014285714285814,41.98476678592609,0.00116,0.0002301428571428,1,bullish,1.0,1,0.002435000000000002,0.0023733333333333384
2019-09-17 04:00:00,1.10077,1.10125,1.10002,1.10114,0.0022014285714285764,43.07946808011738,0.0003699999999999,0.0002201428571428,1,bullish,1.0,1,0.002480000000000001,0.0023883333333333443
2019-09-17 08:00:00,1.10117,1.10216,1.0989,1.10132,0.002355000000000012,43.63666122525326,0.00015,0.0002355,0,ranging,,0,0.0026183333333333523,0.002311666666666675
2019-09-17 12:00:00,1.1013,1.10313,1.10057,1.1026,0.0024628571428571477,47.56728359019697,0.0013,0.0002462857142857,1,bullish,1.0,1,0.00229500000000001,0.00229500000000001
2019-09-17 16:00:00,1.10259,1.10711,1.10198,1.10693,0.002530714285714291,58.18944998616336,0.00434,0.0002530714285714,1,bullish,1.0,1,0.002578333333333349,0.0024933333333333474
2019-09-17 20:00:00,1.10693,1.1074,1.10649,1.1071,0.0023985714285714404,58.54453978145481,0.00017,0.0002398571428571,0,ranging,,0,0.002446666666666671,0.002456666666666681
2019-09-18 00:00:00,1.10717,1.10757,1.10682,1.10699,0.0022557142857142975,58.200106950877846,-0.00018,0.0002255714285714,0,ranging,,0,0.002306666666666679,0.0023708333333333407
2019-09-18 04:00:00,1.10699,1.1072,1.10645,1.10645,0.002212857142857159,56.44450689588264,-0.0005399999999999,0.0002212857142857,-1,bearish,0.0,1,0.0022266666666666732,0.002353333333333337
2019-09-18 08:00:00,1.10645,1.10688,1.10406,1.10418,0.0022871428571428687,49.66265203195009,-0.0022699999999999,0.0002287142857142,-1,bearish,0.0,1,0.0021533333333333404,0.002385833333333346
2019-09-18 12:00:00,1.10415,1.10571,1.10362,1.10557,0.0023678571428571438,53.3581755028173,0.0014199999999999,0.0002367857142857,1,bullish,1.0,1,0.002075000000000012,0.002185000000000011
2019-09-18 16:00:00,1.10556,1.1068,1.10506,1.10629,0.00231857142857144,55.19315971762233,0.0007299999999998,0.0002318571428571,1,bullish,1.0,1,0.0015100000000000113,0.0020441666666666802
2019-09-18 20:00:00,1.10628,1.10673,1.10129,1.10277,0.0023857142857142927,45.7224749153574,-0.0035099999999999,0.0002385714285714,-1,bearish,0.0,1,0.0022649999999999984,0.0023558333333333348
2019-09-19 00:00:00,1.10275,1.10341,1.10217,1.10243,0.0022292857142857114,44.92067984306559,-0.0003199999999998,0.0002229285714285,-1,bearish,0.0,1,0.002346666666666645,0.002326666666666662
2019-09-19 04:00:00,1.10242,1.10386,1.10231,1.10378,0.0022185714285714348,48.76269822563291,0.00136,0.0002218571428571,1,bullish,1.0,1,0.002480000000000001,0.002353333333333337
2019-09-19 08:00:00,1.10382,1.10638,1.1034,1.1058,0.0023178571428571493,53.93993147231411,0.0019799999999998,0.0002317857142857,1,bullish,1.0,1,0.002506666666666657,0.0023299999999999987
2019-09-19 12:00:00,1.10578,1.1073,1.10553,1.10666,0.0023564285714285766,55.97932009193389,0.0008799999999999,0.0002356428571428,1,bullish,1.0,1,0.0024533333333333442,0.002264166666666678
2019-09-19 16:00:00,1.10663,1.10695,1.10376,1.10446,0.002351428571428576,49.89338527496537,-0.00217,0.0002351428571428,-1,bearish,0.0,1,0.002695000000000003,0.002102500000000007
2019-09-19 20:00:00,1.10446,1.10609,1.10381,1.10387,0.0023314285714285876,48.37448233750455,-0.00059,0.0002331428571428,-1,bearish,0.0,1,0.0021683333333333645,0.0022166666666666814
2019-09-20 00:00:00,1.10392,1.1051,1.10384,1.10495,0.002055000000000013,51.2972669389214,0.00103,0.0002055,1,bullish,1.0,1,0.0021716666666667197,0.0022591666666666823
2019-09-20 04:00:00,1.10494,1.10587,1.10492,1.10572,0.002057857142857159,53.32615292827462,0.00078,0.0002057857142857,1,bullish,1.0,1,0.002071666666666694,0.002275833333333347
2019-09-20 08:00:00,1.10572,1.10669,1.10452,1.10467,0.0021592857142857286,50.251896941088766,-0.0010499999999999,0.0002159285714285,-1,bearish,0.0,1,0.0019366666666666976,0.0022216666666666773
2019-09-20 12:00:00,1.10468,1.10534,1.10176,1.10247,0.0023614285714285777,44.46747095019231,-0.00221,0.0002361428571428,-1,bearish,0.0,1,0.002238333333333342,0.0023458333333333434
2019-09-20 16:00:00,1.10248,1.10251,1.09949,1.10058,0.0023757142857142905,40.18766223637535,-0.0019,0.0002375714285714,-1,bearish,0.0,1,0.0022100000000000084,0.0024525000000000055
2019-09-20 20:00:00,1.10059,1.10204,1.10044,1.1015,0.002340714285714283,43.0604696686674,0.0009099999999999,0.0002340714285714,1,bullish,1.0,1,0.0020966666666666356,0.0021325000000000003
2019-09-23 00:00:00,1.10087,1.10186,1.10087,1.10155,0.0022871428571428526,43.22008600171589,0.00068,0.0002287142857142,1,bullish,1.0,1,0.002051666666666637,0.0021116666666666783
2019-09-23 04:00:00,1.10158,1.1024,1.10145,1.10213,0.001966428571428575,45.14119695840896,0.00055,0.0001966428571428,1,bullish,1.0,1,0.002051666666666637,0.002061666666666665
2019-09-23 08:00:00,1.10212,1.10242,1.09648,1.09761,0.0023021428571428715,35.15786813028731,-0.00451,0.0002302142857142,-1,bearish,0.0,1,0.002679999999999979,0.002308333333333338
2019-09-23 12:00:00,1.09762,1.09945,1.09652,1.09854,0.0024007142857142955,38.18695441623744,0.00092,0.0002400714285714,1,bullish,1.0,1,0.0025716666666666757,0.002405000000000009
2019-09-23 16:00:00,1.09855,1.09985,1.09783,1.09858,0.002332142857142862,38.320416382539705,2.999999999997449e-05,0.0002332142857142,0,ranging,,0,0.0024049999999999905,0.0023074999999999992
2019-09-23 20:00:00,1.09858,1.09968,1.09846,1.09907,0.0022928571428571442,40.02862976811786,0.0004900000000001,0.0002292857142857,1,bullish,1.0,1,0.0023416666666666863,0.002219166666666661
2019-09-24 00:00:00,1.09915,1.09953,1.09879,1.099,0.0021178571428571396,39.858800882454666,-0.00015,0.0002117857142857,0,ranging,,0,0.0023000000000000056,0.0021758333333333213
2019-09-24 04:00:00,1.099,1.09922,1.09854,1.0989,0.002003571428571422,39.60032133216573,-9.9999999999989e-05,0.0002003571428571,0,ranging,,0,0.002255000000000007,0.0021533333333333218
2019-09-24 08:00:00,1.09888,1.09951,1.09825,1.09929,0.002003571428571422,41.2017789054325,0.00041,0.0002003571428571,1,bullish,1.0,1,0.001475000000000004,0.0020774999999999912
2019-09-24 12:00:00,1.09928,1.10075,1.09858,1.10057,0.002090714285714279,46.23992462318432,0.00129,0.0002090714285714,1,bullish,1.0,1,0.0013483333333333218,0.0019599999999999986
2019-09-24 16:00:00,1.10056,1.10176,1.09929,1.10135,0.002112142857142848,49.10197194755331,0.00079,0.0002112142857142,1,bullish,1.0,1,0.001423333333333332,0.0019141666666666612
2019-09-24 20:00:00,1.10131,1.10231,1.09972,1.1017,0.002041428571428559,50.37854181515439,0.0003899999999998,0.0002041428571428,1,bullish,1.0,1,0.001651666666666644,0.0019966666666666653
2019-09-25 00:00:00,1.10185,1.10217,1.10057,1.10067,0.0019399999999999893,46.66895473803262,-0.0011799999999999,0.0001939999999999,-1,bearish,0.0,1,0.001794999999999991,0.0020474999999999985
2019-09-25 04:00:00,1.10068,1.10089,1.09945,1.09947,0.0019285714285714223,42.722015712684566,-0.0012100000000001,0.0001928571428571,-1,bearish,0.0,1,0.0019216666666666364,0.002088333333333322
2019-09-25 08:00:00,1.09949,1.10018,1.09913,1.10005,0.001932857142857133,45.13715455441235,0.0005599999999998,0.0001932857142857,1,bullish,1.0,1,0.0018866666666666292,0.0016808333333333165
2019-09-25 12:00:00,1.10005,1.10042,1.09759,1.09849,0.002067142857142839,40.22439826053901,-0.00156,0.0002067142857142,-1,bearish,0.0,1,0.0019966666666666097,0.0016724999999999657
2019-09-25 16:00:00,1.09848,1.09868,1.09384,1.09417,0.001988571428571419,30.367437611331155,-0.0043099999999998,0.0001988571428571,-1,bearish,0.0,1,0.002391666666666644,0.001907499999999988
2019-09-25 20:00:00,1.09417,1.09473,1.0936,1.094,0.0018599999999999886,30.05531544310536,-0.00017,0.0001859999999999,0,ranging,,0,0.0021483333333333445,0.0018999999999999944
2019-09-26 00:00:00,1.09401,1.09535,1.09394,1.09503,0.001816428571428576,34.45127513555049,0.00102,0.0001816428571428,1,bullish,1.0,1,0.0021166666666666925,0.001955833333333342
2019-09-26 04:00:00,1.09502,1.09636,1.095,1.09606,0.001826428571428578,38.60660333280853,0.0010399999999999,0.0001826428571428,1,bullish,1.0,1,0.002103333333333383,0.0020125000000000095
2019-09-26 08:00:00,1.09605,1.09607,1.09318,1.0938,0.0019800000000000134,33.57694826085044,-0.0022499999999998,0.000198,-1,bearish,0.0,1,0.00241000000000006,0.0021483333333333445
2019-09-26 12:00:00,1.0938,1.09537,1.09213,1.09461,0.002162857142857149,36.75711259148761,0.0008099999999999,0.0002162857142857,1,bullish,1.0,1,0.002478333333333397,0.0022375000000000034
2019-09-26 16:00:00,1.09461,1.0966,1.09208,1.09241,0.002395714285714295,32.241940983185216,-0.0021999999999999,0.0002395714285714,-1,bearish,0.0,1,0.0024250000000000473,0.0024083333333333456
2019-09-26 20:00:00,1.09241,1.09321,1.09076,1.0918,0.002415714285714299,31.101162471016508,-0.0006099999999999,0.0002415714285714,-1,bearish,0.0,1,0.0026450000000000453,0.002396666666666695
2019-09-27 00:00:00,1.09181,1.09217,1.09035,1.09149,0.0023692857142857404,30.51035769842727,-0.0003199999999998,0.0002369285714285,-1,bearish,0.0,1,0.0027133333333333822,0.0024150000000000373
2019-09-27 04:00:00,1.09149,1.09242,1.09101,1.09201,0.002285000000000029,32.81583386700531,0.0005199999999998,0.0002285,1,bullish,1.0,1,0.0027216666666666964,0.0024125000000000396
2019-09-27 08:00:00,1.09201,1.09273,1.09054,1.0922,0.002327142857142877,33.6816176094069,0.0001900000000001,0.0002327142857142,0,ranging,,0,0.0026050000000000053,0.0025075000000000327
2019-09-27 12:00:00,1.09222,1.09473,1.09186,1.09361,0.002429285714285737,39.87396426731857,0.00139,0.0002429285714285,1,bullish,1.0,1,0.002543333333333342,0.0025108333333333697
2019-09-27 16:00:00,1.09361,1.09575,1.09254,1.0943,0.0025835714285714468,42.69388539727831,0.00069,0.0002583571428571,1,bullish,1.0,1,0.0023249999999999846,0.002375000000000016
2019-09-27 20:00:00,1.0943,1.09462,1.09363,1.09363,0.002452142857142871,40.69790250961741,-0.0006699999999999,0.0002452142857142,-1,bearish,0.0,1,0.0020816666666666115,0.0023633333333333284
2019-09-30 00:00:00,1.09389,1.0945,1.09343,1.09355,0.002182857142857153,40.45470448984436,-0.00034,0.0002182857142857,-1,bearish,0.0,1,0.0019566666666666066,0.0023349999999999946
2019-09-30 04:00:00,1.09355,1.09362,1.09288,1.09352,0.002155000000000002,40.35731183848378,-2.999999999997449e-05,0.0002155,0,ranging,,0,0.0018449999999999485,0.0022833333333333226
2019-09-30 08:00:00,1.09353,1.09465,1.09299,1.09323,0.0021728571428571352,39.37059938617396,-0.0002999999999999,0.0002172857142857,-1,bearish,0.0,1,0.0017566666666666286,0.002180833333333317
2019-09-30 12:00:00,1.09323,1.09334,1.08844,1.08971,0.0024257142857142693,29.83540310568722,-0.0035199999999999,0.0002425714285714,-1,bearish,0.0,1,0.002094999999999958,0.00231916666666665
2019-09-30 16:00:00,1.0897,1.09121,1.08895,1.09016,0.00238071428571426,32.099450093485245,0.0004600000000001,0.0002380714285714,1,bullish,1.0,1,0.0019366666666666237,0.002130833333333304
2019-09-30 20:00:00,1.09016,1.09044,1.08919,1.08952,0.002238571428571407,30.58774523347484,-0.0006399999999999,0.0002238571428571,-1,bearish,0.0,1,0.0019799999999999818,0.0020308333333332964
2019-10-01 00:00:00,1.08952,1.08992,1.08938,1.08947,0.001954285714285686,30.467026629977923,-5.000000000010552e-05,0.0001954285714285,0,ranging,,0,0.0018916666666666249,0.0019241666666666157
2019-10-01 04:00:00,1.08948,1.08957,1.08841,1.08896,0.0018621428571428122,29.20109365972712,-0.00052,0.0001862142857142,-1,bearish,0.0,1,0.0019616666666666025,0.0019033333333332754
2019-10-01 08:00:00,1.08896,1.08941,1.08776,1.0892,0.001849999999999939,30.661194146338204,0.00024,0.0001849999999999,1,bullish,1.0,1,0.001959999999999925,0.0018583333333332768
2019-10-01 12:00:00,1.08919,1.09064,1.08878,1.08941,0.0018821428571428006,31.982996223311616,0.0002199999999998,0.0001882142857142,1,bullish,1.0,1,0.0014533333333332694,0.0017741666666666138
2019-10-01 16:00:00,1.08942,1.09415,1.08829,1.09368,0.002144285714285662,52.01384291250605,0.0042599999999999,0.0002144285714285,1,bullish,1.0,1,0.0020533333333332773,0.0019949999999999504
2019-10-01 20:00:00,1.09367,1.0939,1.09239,1.09304,0.002047142857142819,49.653534465804526,-0.0006299999999999,0.0002047142857142,-1,bearish,0.0,1,0.0020966666666666356,0.0020383333333333087
2019-10-02 00:00:00,1.09301,1.09404,1.09268,1.09379,0.0019149999999999525,52.38062456487001,0.00078,0.0001914999999999,1,bullish,1.0,1,0.0022333333333332725,0.0020624999999999485
2019-10-02 04:00:00,1.09379,1.09392,1.09306,1.09325,0.0019057142857142567,50.269320919100586,-0.0005399999999999,0.0001905714285714,-1,bearish,0.0,1,0.002183333333333315,0.0020724999999999585
2019-10-02 08:00:00,1.09325,1.0936,1.09028,1.09041,0.0020664285714285325,40.926222042902246,-0.0028399999999999,0.0002066428571428,-1,bearish,0.0,1,0.0024616666666666585,0.0022108333333332917
2019-10-02 12:00:00,1.09042,1.09339,1.09032,1.09298,0.002232857142857116,49.98531879652311,0.0025600000000001,0.0002232857142857,1,bullish,1.0,1,0.002663333333333351,0.00205833333333331
2019-10-02 16:00:00,1.09298,1.09586,1.09283,1.09576,0.0023307142857142654,57.565885175500135,0.00278,0.0002330714285714,1,bullish,1.0,1,0.002191666666666703,0.0021224999999999903
2019-10-02 20:00:00,1.09576,1.0963,1.09543,1.09581,0.00204285714285714,57.690095041029785,4.999999999988347e-05,0.0002042857142857,0,ranging,,0,0.0020850000000000404,0.002090833333333338
2019-10-03 00:00:00,1.09581,1.09645,1.0958,1.096,0.001927857142857132,58.19091301620257,0.0001900000000001,0.0001927857142857,0,ranging,,0,0.001966666666666709,0.0020999999999999908
2019-10-03 04:00:00,1.09601,1.09613,1.09545,1.09579,0.0018871428571428492,57.38243684755063,-0.0002199999999998,0.0001887142857142,-1,bearish,0.0,1,0.0019366666666666976,0.0020600000000000063
2019-10-03 08:00:00,1.09581,1.09732,1.09405,1.09633,0.002082142857142858,58.961371087142055,0.00052,0.0002082142857142,1,bullish,1.0,1,0.0019283333333333836,0.002195000000000021
2019-10-03 12:00:00,1.09634,1.097,1.09445,1.09616,0.002181428571428588,58.22995962308271,-0.00018,0.0002181428571428,0,ranging,,0,0.0018416666666667043,0.0022525000000000275
2019-10-03 16:00:00,1.09616,1.09991,1.09521,1.0983,0.002399285714285731,64.24312657078605,0.00214,0.0002399285714285,1,bullish,1.0,1,0.0021200000000000108,0.002155833333333357
2019-10-03 20:00:00,1.09829,1.09871,1.09625,1.09635,0.002442142857142885,56.2910069325584,-0.00194,0.0002442142857142,-1,bearish,0.0,1,0.0023850000000000073,0.002235000000000024
2019-10-04 00:00:00,1.09635,1.09792,1.09623,1.09791,0.0021442857142857413,60.50306458174313,0.00156,0.0002144285714285,1,bullish,1.0,1,0.002558333333333366,0.0022625000000000375
2019-10-04 04:00:00,1.0979,1.0984,1.09705,1.09707,0.0021328571428571585,57.30103498119109,-0.0008300000000001,0.0002132857142857,-1,bearish,0.0,1,0.0026700000000000244,0.0023033333333333608
2019-10-04 08:00:00,1.09706,1.09783,1.09643,1.09737,0.00213571428571432,58.15284080027728,0.00031,0.0002135714285714,1,bullish,1.0,1,0.002358333333333351,0.0021433333333333673
2019-10-04 12:00:00,1.09737,1.09972,1.09573,1.09647,0.0023592857142857382,54.63177223940835,-0.0008999999999999,0.0002359285714285,-1,bearish,0.0,1,0.0025983333333333323,0.0022200000000000184
2019-10-04 16:00:00,1.09647,1.09872,1.09596,1.09843,0.00231928571428573,60.27315841916538,0.0019599999999999,0.0002319285714285,1,bullish,1.0,1,0.00227499999999999,0.0021975000000000002
2019-10-04 20:00:00,1.09844,1.09863,1.09732,1.09763,0.0021935714285714297,57.149489679313305,-0.0008099999999999,0.0002193571428571,-1,bearish,0.0,1,0.002083333333333289,0.002234166666666648
2019-10-07 00:00:00,1.09809,1.09883,1.09728,1.09882,0.0020878571428571335,60.43423879819446,0.0007299999999998,0.0002087857142857,1,bullish,1.0,1,0.0020599999999999508,0.0023091666666666586
2019-10-07 04:00:00,1.09882,1.09904,1.09782,1.09805,0.0021128571428571225,57.36975286230333,-0.0007699999999999,0.0002112857142857,-1,bearish,0.0,1,0.00203833333333329,0.002354166666666657
2019-10-07 08:00:00,1.09804,1.09844,1.0962,1.09638,0.002226428571428566,51.29460696640937,-0.0016599999999999,0.0002226428571428,-1,bearish,0.0,1,0.002178333333333282,0.0022683333333333167
2019-10-07 12:00:00,1.09638,1.09991,1.09632,1.09989,0.002434285714285706,60.71162020803461,0.0035100000000001,0.0002434285714285,1,bullish,1.0,1,0.002111666666666623,0.0023549999999999773
2019-10-07 16:00:00,1.09989,1.10019,1.09788,1.0983,0.0023657142857142727,55.47877725751062,-0.0015899999999999,0.0002365714285714,-1,bearish,0.0,1,0.0020366666666666497,0.00215583333333332
2019-10-07 20:00:00,1.0983,1.09845,1.09698,1.09703,0.0022885714285714016,51.64944691467178,-0.0012700000000001,0.0002288571428571,-1,bearish,0.0,1,0.002063333333333306,0.0020733333333332973
2019-10-08 00:00:00,1.09696,1.09747,1.09655,1.09693,0.002018571428571409,51.34890289976051,-2.999999999997449e-05,0.0002018571428571,0,ranging,,0,0.001958333333333321,0.002009166666666636
2019-10-08 04:00:00,1.09691,1.09788,1.09666,1.09768,0.0019299999999999715,53.53281290714219,0.0007699999999999,0.0001929999999999,1,bullish,1.0,1,0.001958333333333321,0.0019983333333333055
2019-10-08 08:00:00,1.09767,1.09923,1.09741,1.09912,0.0019392857142856831,57.47944744181648,0.0014500000000001,0.0001939285714285,1,bullish,1.0,1,0.0018883333333333068,0.0020333333333332946
2019-10-08 12:00:00,1.09913,1.09965,1.09833,1.09851,0.0019371428571428278,55.33539421216928,-0.0006199999999998,0.0001937142857142,-1,bearish,0.0,1,0.0015099999999999743,0.0018108333333332987
2019-10-08 16:00:00,1.09851,1.09872,1.09444,1.0952,0.002142857142857097,45.432306860414734,-0.0033100000000001,0.0002142857142857,-1,bearish,0.0,1,0.0018383333333332752,0.0019374999999999625
2019-10-08 20:00:00,1.09521,1.09607,1.09404,1.0955,0.0020028571428571157,46.36913589122882,0.0002899999999999,0.0002002857142857,1,bullish,1.0,1,0.0019316666666666649,0.0019974999999999854
2019-10-09 00:00:00,1.09541,1.09607,1.09501,1.09574,0.0018814285714285578,47.1508313277672,0.0003299999999999,0.0001881428571428,1,bullish,1.0,1,0.001955000000000003,0.001956666666666662
2019-10-09 04:00:00,1.09574,1.09651,1.09571,1.09617,0.0018450000000000014,48.596463090613504,0.0004300000000001,0.0001845,1,bullish,1.0,1,0.0018850000000000255,0.0019216666666666733
2019-10-09 08:00:00,1.0962,1.09901,1.09554,1.09845,0.001982142857142869,55.54082015527526,0.0022499999999998,0.0001982142857142,1,bullish,1.0,1,0.0021600000000000508,0.002024166666666679
2019-10-09 12:00:00,1.09845,1.09906,1.09721,1.09754,0.0020271428571428623,52.49271924671455,-0.0009099999999999,0.0002027142857142,-1,bearish,0.0,1,0.002248333333333371,0.0018791666666666724
2019-10-09 16:00:00,1.09752,1.09841,1.09706,1.09734,0.0019635714285714456,51.81961164932558,-0.00018,0.0001963571428571,0,ranging,,0,0.0017600000000000948,0.001799166666666685
2019-10-09 20:00:00,1.09734,1.09822,1.09679,1.09714,0.0018092857142857355,51.11376881624512,-0.0001999999999999,0.0001809285714285,-1,bearish,0.0,1,0.0016600000000000688,0.001795833333333367
2019-10-10 00:00:00,1.09708,1.099,1.0969,1.0982,0.0017942857142857324,54.64027629294607,0.00112,0.0001794285714285,1,bullish,1.0,1,0.0018333333333333905,0.0018941666666666968
2019-10-10 04:00:00,1.0982,1.09937,1.09799,1.09865,0.0017878571428571663,56.08847483260378,0.0004499999999998,0.0001787857142857,1,bullish,1.0,1,0.0019300000000000244,0.0019075000000000248
2019-10-10 08:00:00,1.09867,1.10205,1.09836,1.10184,0.001985714285714305,64.69386768986718,0.0031699999999998,0.0001985714285714,1,bullish,1.0,1,0.001966666666666672,0.0020633333333333614
2019-10-10 12:00:00,1.10185,1.10347,1.10144,1.10238,0.0020435714285714462,65.9116940205749,0.0005299999999999,0.0002043571428571,1,bullish,1.0,1,0.0019966666666666835,0.002122500000000027
2019-10-10 16:00:00,1.10239,1.10289,1.1003,1.1017,0.002098571428571442,62.966301133971086,-0.00069,0.0002098571428571,-1,bearish,0.0,1,0.002203333333333298,0.0019816666666666962
2019-10-10 20:00:00,1.10172,1.10229,1.10034,1.10058,0.002143571428571435,58.34190372212082,-0.0011400000000001,0.0002143571428571,-1,bearish,0.0,1,0.00228999999999994,0.0019750000000000045
2019-10-11 00:00:00,1.1006,1.10144,1.10044,1.10065,0.0019092857142857245,58.54681674235507,4.999999999988347e-05,0.0001909285714285,0,ranging,,0,0.00210666666666659,0.0019699999999999904
2019-10-11 04:00:00,1.10065,1.10201,1.10065,1.10166,0.0018614285714285694,61.4902163710933,0.0010100000000001,0.0001861428571428,1,bullish,1.0,1,0.0021033333333332718,0.002016666666666648
2019-10-11 08:00:00,1.10166,1.10233,1.10016,1.10103,0.0019407142857142798,58.69081393691966,-0.0006300000000001,0.0001940714285714,-1,bearish,0.0,1,0.0018499999999999444,0.0019083333333333081
2019-10-11 12:00:00,1.10103,1.10631,1.10081,1.10465,0.0022764285714285443,67.77041443713553,0.0036199999999999,0.0002276428571428,1,bullish,1.0,1,0.0024283333333332546,0.0022124999999999693
2019-10-11 16:00:00,1.10465,1.10633,1.10265,1.10511,0.0022914285714285476,68.71152036125754,0.0004600000000001,0.0002291428571428,1,bullish,1.0,1,0.0026099999999999643,0.002406666666666631
2019-10-11 20:00:00,1.10511,1.10523,1.10333,1.10344,0.0022949999999999837,61.67095138911529,-0.00167,0.0002294999999999,-1,bearish,0.0,1,0.00260166666666665,0.002445833333333295
2019-10-14 00:00:00,1.10304,1.10387,1.10246,1.10285,0.0022992857142856782,59.35691725696576,-0.0001899999999999,0.0002299285714285,0,ranging,,0,0.002669999999999987,0.002388333333333289
2019-10-14 04:00:00,1.10285,1.1036,1.10252,1.10316,0.002274285714285673,60.20189614626371,0.0003099999999998,0.0002274285714285,1,bullish,1.0,1,0.002623333333333311,0.0023633333333332915
2019-10-14 08:00:00,1.10316,1.10342,1.10141,1.10304,0.002267857142857107,59.68461594453803,-0.0001199999999998,0.0002267857142857,0,ranging,,0,0.0025966666666666547,0.0022233333333332994
2019-10-14 12:00:00,1.10303,1.10432,1.10245,1.10249,0.0023028571428571143,57.25630052835361,-0.0005399999999999,0.0002302857142857,-1,bearish,0.0,1,0.001991666666666688,0.002209999999999971
2019-10-14 16:00:00,1.10249,1.10311,1.10182,1.10301,0.002131428571428546,58.95654714879237,0.00052,0.0002131428571428,1,bullish,1.0,1,0.0015933333333333355,0.0021016666666666497
2019-10-14 20:00:00,1.10301,1.10332,1.1023,1.10263,0.002059285714285692,57.16697200808991,-0.00038,0.0002059285714285,-1,bearish,0.0,1,0.00144666666666667,0.0020241666666666602
2019-10-15 00:00:00,1.10257,1.10298,1.1022,1.10259,0.0019299999999999873,56.97093758340864,1.999999999990898e-05,0.0001929999999999,0,ranging,,0,0.0013416666666666854,0.0020058333333333365
2019-10-15 04:00:00,1.1026,1.1034,1.10254,1.10288,0.001852142857142842,58.09294816396813,0.00028,0.0001852142857142,1,bullish,1.0,1,0.0013050000000000006,0.0019641666666666557
2019-10-15 08:00:00,1.10288,1.10466,1.10131,1.1027,0.00201999999999999,57.0977416926643,-0.00018,0.0002019999999999,0,ranging,,0,0.0015283333333333167,0.002062499999999986
2019-10-15 12:00:00,1.1027,1.10271,1.09952,1.10048,0.0021507142857142758,46.51401223675819,-0.0022200000000001,0.0002150714285714,-1,bearish,0.0,1,0.0017483333333333146,0.0018700000000000012
2019-10-15 16:00:00,1.10048,1.10445,1.09907,1.10226,0.0023799999999999854,53.893609098069504,0.0017800000000001,0.0002379999999999,1,bullish,1.0,1,0.002429999999999969,0.0020116666666666525
