loss,val_loss
0.032485637813806534,0.001241576625034213
0.0016902689822018147,0.0010683389846235514
0.0015523292822763324,0.0017446137499064207
0.0014172873925417662,0.001017350354231894
0.0013538763159886003,0.0013607293367385864
0.0012123050400987267,0.001049825455993414
0.0011483008274808526,0.0009148254175670445
0.0010795550188049674,0.0008042852277867496
0.000994073343463242,0.0007942873635329306
0.0009383221622556448,0.0007895334274508059
0.0008739411132410169,0.0006364159053191543
0.0008570876671001315,0.0006040891166776419
0.0008212484535761178,0.0005810618167743087
0.0007540283259004354,0.0005826581618748605
0.0007385856588371098,0.0006581166526302695
0.0006975823198445141,0.0005660566966980696
0.0006911787786521018,0.0005077748792245984
0.0006437476258724928,0.001044129952788353
0.0006255447515286505,0.0005108848563395441
0.0006197259062901139,0.0006177268805913627
0.0005944838048890233,0.0006703712861053646
0.0005661222385242581,0.0006123113562352955
