fold,tail_mae_avg_pips
1,17.49451250000014
2,6.3996249999999915
3,7.827850000000081
4,9.966787499999992
5,11.712074999999933
6,42.58676249999987
7,72.54860374999998
8,9.897462500000037
9,10.093075000000034
10,11.34257500000005
11,15.27332500000017
12,9.652162500000061
13,7.126824999999836
14,8.259537499999997
15,11.807112500000134
16,8.507987500000036
17,7.297162500000065
18,12.728662500000071
19,17.422262499999952
