folds,fold_count,total_samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19-21,3,396,15.074914594794732,13.45379699729247,13.443962827902375,14.786624592872888,14.189824753215618,13.89479480602258,0.872872849235708,0.8802381798212395,0.8910546129927722,0.8749972354195502,0.8797907193673175,0.882096676077854,50.24938829286655,29.416532997330098,29.458230641473396,93.03490390446912,92.2883075056988
