folds,fold_count,total_samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19-21,3,66,42.49396484977354,33.38273051872358,33.45915919319024,41.19219573467163,37.63201257408974,36.01136181552848,0.42790881258157004,0.5217672739042983,0.5777924895677419,0.3771983750708754,0.47616673778112134,0.49225271284763855,40.68950373298199,80.92589873894225,81.28915291632687,98.55072463768117,98.55072463768117
