folds,fold_count,total_samples,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,mae_avg_pips,mae_avg_hlc_pips,corr2_open,corr2_high,corr2_low,corr2_close,corr2_avg_ohlc,corr2_avg_hlc,da_body_pct,atr6_mean_pips,atr12_mean_pips,avg_error_le_atr6_pct,avg_error_le_atr12_pct
19-21,3,396,5.455739846707323,12.189203588681798,11.99672650940046,15.952979756153733,11.398662425235827,13.379636618078663,0.9846002248680285,0.9017761522594722,0.9250271122131147,0.852604577288755,0.9160020166573425,0.8931359472537806,52.20894242633374,29.416532997330098,29.458230641473396,96.01135579396448,96.02233515276994
