name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
eur_s3_w12_h256_acttanh_lr0.0001_e50_lam1_sig0.05_b128,eur_s3_tanh_lr1e4,11.141121287128719,5.981086358635881,12.135922992299209,11.718592409240927,14.728883388338856,results/eurusd_pipeline/eur_s3_tanh_lr1e4_preds.csv,28.357941498048604,12,256,tanh,0.0001,50,1.0,0.05,128
eur_s3_w12_h256_acttanh_lr0.0003_e50_lam1_sig0.05_b128,eur_s3_tanh_lr3e4,9.841798061056096,3.5598517601760005,10.260987898789873,10.814929592959276,14.731422992299239,results/eurusd_pipeline/eur_s3_tanh_lr3e4_preds.csv,28.437908081919886,12,256,tanh,0.0003,50,1.0,0.05,128
eur_s3_w12_h256_actrelu_lr0.0003_e50_lam1_sig0.05_b128,eur_s3_relu_lr3e4,9.61928527227722,3.4630800330032914,10.314537678767874,10.33086496149612,14.368658415841605,results/eurusd_pipeline/eur_s3_relu_lr3e4_preds.csv,28.335926244035363,12,256,relu,0.0003,50,1.0,0.05,128
eur_s3_w12_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,eur_s3_relu_lr5e4,9.321235698569852,2.669258250825066,10.038383938393814,10.323256325632567,14.254044279427962,results/eurusd_pipeline/eur_s3_relu_lr5e4_preds.csv,28.741427562083118,12,256,relu,0.0005,50,1.0,0.05,128
eur_s3_w12_h256_actrelu_lr0.0007_e50_lam1_sig0.05_b128,eur_s3_relu_lr7e4,9.203223322332239,2.6013239823982497,9.741606985698551,10.283646039603955,14.186316281628194,results/eurusd_pipeline/eur_s3_relu_lr7e4_preds.csv,28.186938350088894,12,256,relu,0.0007,50,1.0,0.05,128
