name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
eur_s6_w12_h256_actrelu_lr0.0007_e30_lam0.8_sig0.15_b128,eur_s6_e30,9.559653534103404,3.3615123762376085,10.269780803080302,10.319951320132004,14.287369636963707,results/eurusd_pipeline/eur_s6_e30_preds.csv,20.134852804010734,12,256,relu,0.0007,30,0.8,0.15,128
eur_s6_w12_h256_actrelu_lr0.0007_e39_lam0.8_sig0.15_b128,eur_s6_e39,9.211728616611657,2.666425192519242,9.910058855885602,10.128040704070392,14.142389713971388,results/eurusd_pipeline/eur_s6_e39_preds.csv,23.569698606035672,12,256,relu,0.0007,39,0.8,0.15,128
eur_s6_w12_h256_actrelu_lr0.0007_e50_lam0.8_sig0.15_b128,eur_s6_e50,9.119578589108905,2.4512337733773104,9.727374037403749,10.184327007700746,14.115379537953812,results/eurusd_pipeline/eur_s6_e50_preds.csv,28.253309827996418,12,256,relu,0.0007,50,0.8,0.15,128
