name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
eur_s1_w12_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,eur_s1_w12,9.371155665566551,2.7111531903190236,9.946073432343223,10.520918866886689,14.306477172717273,results/eurusd_pipeline/eur_s1_w12_preds.csv,28.076323746005073,12,256,relu,0.0005,50,1.0,0.05,128
eur_s1_w16_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,eur_s1_w16,10.754765195269515,4.705566281628142,10.864941969196904,11.99357590759074,15.454976622662272,results/eurusd_pipeline/eur_s1_w16_preds.csv,29.082735753036104,16,256,relu,0.0005,50,1.0,0.05,128
eur_s1_w20_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,eur_s1_w20,17.263362348734873,13.621402365236522,18.576596259625944,16.704874862486246,20.150575907590778,results/eurusd_pipeline/eur_s1_w20_preds.csv,16.573675415012985,20,256,relu,0.0005,50,1.0,0.05,128
