name,job,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
eur_s2_w12_h128_actrelu_lr0.0005_e50_lam1_sig0.05_b128,eur_s2_h128,9.625686262376233,3.586575357535746,10.119744224422448,10.382790154015382,14.413635313531355,results/eurusd_pipeline/eur_s2_h128_preds.csv,20.137013033032417,12,128,relu,0.0005,50,1.0,0.05,128
eur_s2_w12_h200_actrelu_lr0.0005_e50_lam1_sig0.05_b128,eur_s2_h200,9.718995943344334,3.840578932893285,9.762708470847071,10.86717931793178,14.405517051705194,results/eurusd_pipeline/eur_s2_h200_preds.csv,25.621039388002828,12,200,relu,0.0005,50,1.0,0.05,128
eur_s2_w12_h256_actrelu_lr0.0005_e50_lam1_sig0.05_b128,eur_s2_h256,9.337819444444433,2.6963932893289075,10.040286578657847,10.374726622662251,14.239871287128725,results/eurusd_pipeline/eur_s2_h256_preds.csv,28.064849418005906,12,256,relu,0.0005,50,1.0,0.05,128
