name,job,mae_avg_hlc_pips,mae_avg_pips,mae_open_pips,mae_high_pips,mae_low_pips,mae_close_pips,preds,train_seconds,window,units,activation,lr,epochs,lambda_coef,sigma_coef,batch
eu5_s2_w10_h224_actrelu_lr0.0007_e50_lam0.8_sig0.15_b128,eu5_s2_h224,32.388844444444395,28.579839583333303,17.15282500000004,35.367883333333225,30.502025000000025,31.296624999999928,RisetEU/EU5/results/multitask_pipeline_w12/eu5_s2_h224_preds.csv,0.0,10,224,relu,0.0007,50,0.8,0.15,128
eu5_s2_w10_h256_actrelu_lr0.0007_e50_lam0.8_sig0.15_b128,eu5_s2_h256,18.098747222222283,15.931608333333374,9.430191666666643,22.48477500000014,12.297875000000051,19.513591666666663,RisetEU/EU5/results/multitask_pipeline_w12/eu5_s2_h256_preds.csv,0.0,10,256,relu,0.0007,50,0.8,0.15,128
eu5_s2_w10_h320_actrelu_lr0.0007_e50_lam0.8_sig0.15_b128,eu5_s2_h320,17.494522222222226,15.629177083333316,10.033141666666578,9.659175000000038,27.565333333333296,15.259058333333352,RisetEU/EU5/results/multitask_pipeline_w12/eu5_s2_h320_preds.csv,0.0,10,320,relu,0.0007,50,0.8,0.15,128
